date,state,equity,cash,TQQQ_shares,SPLG_shares,SGOV_shares,BIL_shares
2017-01-03,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-04,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-05,NO_SIGNAL,0.9997812306219725,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-06,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-09,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-10,NO_SIGNAL,0.9997812306219725,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-11,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-12,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-13,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-17,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-18,NO_SIGNAL,0.9997812306219725,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-19,NO_SIGNAL,0.9997812306219725,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-20,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-23,NO_SIGNAL,0.9997812306219725,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-24,NO_SIGNAL,0.9997812306219725,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-25,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-26,NO_SIGNAL,1.0002186859419566,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-27,NO_SIGNAL,0.9997812306219725,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-30,NO_SIGNAL,1.0002186859419566,0.0,0.0,0.0,0.0,0.010936132691387329
2017-01-31,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010936132691387329
2017-02-01,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-02,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-03,NO_SIGNAL,0.9998468841299921,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-06,NO_SIGNAL,1.0002844638902182,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-07,NO_SIGNAL,1.0002844638902182,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-08,NO_SIGNAL,1.0002844638902182,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-09,NO_SIGNAL,1.0002844638902182,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-10,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-13,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-14,NO_SIGNAL,1.0002844638902182,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-15,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-16,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-17,NO_SIGNAL,1.0002844638902182,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-21,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-22,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-23,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-24,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-27,NO_SIGNAL,1.0000656322802024,0.0,0.0,0.0,0.0,0.010939243626236663
2017-02-28,NO_SIGNAL,1.0005032120404285,0.0,0.0,0.0,0.0,0.010939243626236663
2017-03-01,NO_SIGNAL,1.0001094259770218,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-02,NO_SIGNAL,1.0001094259770218,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-03,NO_SIGNAL,1.0003282315665705,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-06,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-07,NO_SIGNAL,1.0001094259770218,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-08,NO_SIGNAL,1.0001094259770218,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-09,NO_SIGNAL,1.0001094259770218,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-10,NO_SIGNAL,1.0003282315665705,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-13,NO_SIGNAL,1.0001094259770218,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-14,NO_SIGNAL,1.0001094259770218,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-15,NO_SIGNAL,1.0003282315665705,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-16,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-17,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-20,NO_SIGNAL,1.0003282315665705,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-21,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-22,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-23,NO_SIGNAL,1.0003282315665705,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-24,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-27,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-28,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-29,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-30,NO_SIGNAL,1.0005471206378396,0.0,0.0,0.0,0.0,0.010942116075280938
2017-03-31,NO_SIGNAL,1.0003282315665705,0.0,0.0,0.0,0.0,0.010942116075280938
2017-04-03,NO_SIGNAL,1.000415872297541,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-04,NO_SIGNAL,1.000415872297541,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-05,NO_SIGNAL,1.000415872297541,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-06,NO_SIGNAL,1.000415872297541,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-07,NO_SIGNAL,1.000415872297541,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-10,NO_SIGNAL,1.000415872297541,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-11,NO_SIGNAL,1.0006347449319208,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-12,NO_SIGNAL,1.000415872297541,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-13,NO_SIGNAL,1.0006347449319208,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-17,NO_SIGNAL,1.0006347449319208,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-18,NO_SIGNAL,1.0008537010736014,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-19,NO_SIGNAL,1.0008537010736014,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-20,NO_SIGNAL,1.0008537010736014,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-21,NO_SIGNAL,1.0008537010736014,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-24,NO_SIGNAL,1.0006347449319208,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-25,NO_SIGNAL,1.0006347449319208,0.0,0.0,0.0,0.0,0.010945468879607012
2017-04-26,NO_SIGNAL,1.0008537010736014,0.0,0.0,0.0,0.0,0.010945468879607012
