name,use_flash_crash,Final,CAGR,MDD,Sharpe,TotalTax,NumTrades,FlashCrashTriggers,CAGR_pct,MDD_pct
E03_Baseline,False,92.83310294215553,0.3307282297269021,-0.5441707755213704,0.8593179317481562,9.64198940041965,52,0,33.072822972690204,-54.41707755213704
E03_FlashCrash,True,92.83310294215553,0.3307282297269021,-0.5441707755213704,0.8593179317481562,9.64198940041965,52,3,33.072822972690204,-54.41707755213704
