date,equity
2010-02-11,0.9999
2010-02-12,1.000309164191033
2010-02-16,1.0041839987838659
2010-02-17,1.0058880878271375
2010-02-18,1.0077950456150124
2010-02-19,1.0077950456150124
2010-02-22,1.0070875399522607
2010-02-23,1.0031556827127446
2010-02-24,1.0061892508303858
2010-02-25,1.0061318943920083
2010-02-26,1.0073870369559181
2010-03-01,1.011708131939206
2010-03-02,1.0123163892801659
2010-03-03,1.0128786699267809
2010-03-04,1.0139967831754344
2010-03-05,1.018478853172979
2010-03-08,1.0190219528323448
2010-03-09,1.0208258266873569
2010-03-10,1.023323821059745
2010-03-11,1.0242662425847362
2010-03-12,1.0244998983821043
2010-03-15,1.023810037907875
2010-03-16,1.0257458854237533
2010-03-17,1.0264571923232004
2010-03-18,1.027498265296605
2010-03-19,1.0256807098117195
2010-03-22,1.0284512630768383
2010-03-23,1.0306022127882446
2010-03-24,1.0291362605789116
2010-03-25,1.0284918242635217
2010-03-26,1.029027380122585
2010-03-29,1.030438834057931
2010-03-30,1.0315192542869727
2010-03-31,1.0301288930131378
2010-04-01,1.0299251274783823
2010-04-05,1.0329029257125253
2010-04-06,1.0336897158576688
2010-04-07,1.0331058808579583
2010-04-08,1.0334760542791153
2010-04-09,1.0353383889976437
2010-04-12,1.0357545424634236
2010-04-13,1.037316321726986
2010-04-14,1.040972031948392
2010-04-15,1.0423643334893393
2010-04-16,1.0386539459752162
2010-04-19,1.0384905384088599
2010-04-20,1.0400259422824232
2010-04-21,1.0418563899173958
2010-04-22,1.043398628193447
2010-04-23,1.0447799439862737
2010-04-26,1.044003391900129
2010-04-27,1.037560054642203
2010-04-28,1.037804019995771
2010-04-29,1.0431011105984564
2010-04-30,1.0369544031258267
2010-05-03,1.0411893605376523
2010-05-04,1.0319845371904794
2010-05-05,1.030288709526957
2010-05-06,1.0201953424584667
2010-05-07,1.0127711211606347
2010-05-10,1.0278768350908825
2010-05-11,1.0278089862062396
2010-05-12,1.033346914959203
2010-05-13,1.0286756039683633
2010-05-14,1.0223457802492728
2010-05-17,1.023727472467203
2010-05-18,1.0198146152630012
2010-05-19,1.0171230672940117
2010-05-20,1.0068348711515653
2010-05-21,1.0076147357938343
2010-05-24,1.0084477926894582
2010-05-25,1.0077371649792974
2010-05-26,1.0046195195244592
2010-05-27,1.015495477365517
2010-05-28,1.0140765371486256
2010-06-01,1.0112700849182203
2010-06-02,1.0183865484246766
2010-06-03,1.0210302305555334
2010-06-04,1.0109480537372701
2010-06-07,1.0050868886524156
2010-06-08,1.0045267219318512
2010-06-09,1.0023113405805373
2010-06-10,1.0106276636115
2010-06-11,1.0132669477383978
2010-06-14,1.0133236364684435
2010-06-15,1.0207262309554919
2010-06-16,1.0227832407027173
2010-06-17,1.023809117718743
2010-06-18,1.0240891920891728
2010-06-21,1.0213982443463903
2010-06-22,1.0189814300781885
2010-06-23,1.0176166859819118
2010-06-24,1.0126825538107076
2010-06-25,1.0126138441688426
2010-06-28,1.0117070629733524
2010-06-29,1.0004173141818835
2010-06-30,0.9954731856160766
2010-07-01,0.9945027739765416
2010-07-02,0.9939587023809674
2010-07-06,0.9944782005856679
2010-07-07,1.0038757668212246
2010-07-08,1.005569350989301
2010-07-09,1.008386869675235
2010-07-12,1.0095319824919844
2010-07-13,1.0129801726940235
2010-07-14,1.0146005652987489
2010-07-15,1.0149546681108503
2010-07-16,1.0067858617660994
2010-07-19,1.0090565811799714
2010-07-20,1.0122444500606098
2010-07-21,1.0086997205800416
2010-07-22,1.0155006727867038
2010-07-23,1.0181441182651834
2010-07-26,1.020381760673962
2010-07-27,1.0203599614845464
2010-07-28,1.0182742421316733
2010-07-29,1.0158490039629902
2010-07-30,1.0165427500994944
2010-08-02,1.022011817575201
2010-08-03,1.0209553686807178
2010-08-04,1.0239042746194764
2010-08-05,1.0232998092711154
2010-08-06,1.0228199095703268
2010-08-09,1.0246083175093788
2010-08-10,1.0224362238261102
2010-08-11,1.0140200700440372
2010-08-12,1.0111620327485344
2010-08-13,1.0091475833715247
2010-08-16,1.0097180878824765
2010-08-17,1.0135587659414933
2010-08-18,1.0144695823732193
2010-08-19,1.0107390473951128
2010-08-20,1.0103916562195965
2010-08-23,1.0076033311224504
2010-08-24,1.0018217959443168
2010-08-25,1.0048254938044394
2010-08-26,1.0015460410873545
2010-08-27,1.004859450459316
2010-08-30,1.001603598443873
2010-08-31,1.0011074077186715
2010-09-01,1.009498213251719
2010-09-02,1.0129625128890574
2010-09-03,1.0181219175304927
2010-09-07,1.0156434231241982
2010-09-08,1.0192306699744607
2010-09-09,1.0205202068647046
2010-09-10,1.0216185091238994
2010-09-13,1.0261219051197628
2010-09-14,1.027421560785111
2010-09-15,1.02916630904434
2010-09-16,1.030617345457848
2010-09-17,1.031714598224629
2010-09-20,1.0370895085373844
2010-09-21,1.0367626760942867
2010-09-22,1.0362708706287398
2010-09-23,1.0359606695287902
2010-09-24,1.0418269640355131
2010-09-27,1.0406343360821568
2010-09-28,1.0408957923433562
2010-09-29,1.0400573630185088
2010-09-30,1.038649055460861
2010-10-01,1.0383261264699568
2010-10-04,1.0347239172374176
2010-10-05,1.0424269445221568
2010-10-06,1.039770363088367
2010-10-07,1.0490295068429547
2010-10-08,1.0701615895361858
2010-10-11,1.0723313117097855
2010-10-12,1.0945934462519433
2010-10-13,1.1211915184739014
2010-10-14,1.1149684281418846
2010-10-15,1.186091108803068
2010-10-18,1.186091108803068
2010-10-19,1.1389257535757356
2010-10-20,1.162604468628815
2010-10-21,1.1707147116130485
2010-10-22,1.193541985197973
2010-10-25,1.2116530173677522
2010-10-26,1.2189155517878358
2010-10-27,1.231462860214927
2010-10-28,1.2385372788967959
2010-10-29,1.232593251418763
2010-11-01,1.2354257337307872
2010-11-02,1.2728724168207441
