Variant,Final,CAGR,MDD,Sharpe,Sortino,Calmar,Trades,TotalTax
F3_OR,55.23830558563655,0.287866993692089,-0.4117077368962948,0.886593499856993,0.9671686303829197,0.6992022930203032,445,10.050910024512381
F3_LAYERED,62.563081660251164,0.2980198192174448,-0.38598657473186815,0.9414662411122594,1.061866138203209,0.7720989244884207,464,5.923622899065675
F3_MULT,75.64565470458254,0.3136566631257478,-0.37773279072212207,0.9814638485836672,1.1327309537650152,0.8303665205398817,465,3.8517430149833767
F3_GRADUATED,88.1140255374823,0.32635719673510644,-0.38394491964952937,0.9782945971146674,1.1297484578990746,0.8500104573151017,460,3.177320114114483
