date,cost
2012-07-03,0.0015
2012-10-02,0.0016838839117719743
2013-01-02,0.0015946076325904367
2013-04-02,0.001834386666447901
2013-07-02,0.002182943794180734
2013-10-01,0.002210986353621301
2014-01-02,0.002187897306931331
2014-04-01,0.0022287699898362293
2014-07-01,0.0025494463542256314
2014-10-01,0.0025168066563091424
2015-01-02,0.0027289247372959285
2015-04-01,0.0028844883177789014
2015-07-01,0.002403145984251651
2015-10-01,0.0025403081091029474
2016-01-04,0.002339863076985807
2016-04-01,0.00277520418745119
2016-07-01,0.00322408571971335
2016-10-03,0.0033387427772722084
2017-01-04,0.003026271938036289
2017-04-03,0.0031468277168401216
2017-07-03,0.002859730877342384
2017-10-03,0.0027541423747041126
2018-01-03,0.003205425628802459
2018-04-03,0.0037575813857378655
2018-07-03,0.0030883467512871883
2018-10-02,0.0032923017724320507
2019-01-02,0.002955786485758984
2019-04-02,0.0033595757617189887
2019-07-02,0.003907385319527343
2019-10-01,0.0037039114883886453
2020-01-02,0.004139848738501931
2020-04-01,0.0028817331425289422
2020-07-01,0.002990934675627686
2020-10-01,0.0027294117205694784
2021-01-04,0.003119967076018163
2021-04-01,0.00667584430381287
2021-07-01,0.004132717220937402
2021-10-01,0.004606342846510304
2022-01-03,0.005275995689029977
2022-04-01,0.006324931033849885
2022-07-01,0.004621193314303619
2022-10-03,0.003922134414631727
2023-01-04,0.0044541399686417816
2023-04-03,0.007049083097096999
2023-07-03,0.006193474517388543
2023-10-03,0.004799195731331511
2024-01-03,0.005972874645954461
2024-04-02,0.005785223357835051
2024-07-02,0.006701144067070375
2024-10-01,0.006469777495201963
