year,return
2011,-0.35234905675572514
2012,0.21978415880475688
2013,1.2111946141536816
2014,0.3232963901608259
2015,0.01892089491698634
2016,-0.13459494261284377
2017,1.1806179113145174
2018,-0.17209196862880405
2019,0.7783449764501515
2020,1.3279253235871145
2021,0.8298129593801773
2022,-0.5063368379416847
2023,1.1587320964884928
2024,0.4140001343409925
2025,0.31012391649712834
