Config,Final,CAGR,MDD,Sharpe,Sortino,Calmar,Trades,TotalTax
D1_15_25,18.80133737705927,0.20324549691970484,-0.44534800625186177,0.7258395773748335,0.707512568531277,0.4563745521850648,238,6.34761958127368
D2_18_28,25.77186795268001,0.22741431129253087,-0.4851886952197235,0.7536166982176523,0.7402544592961207,0.4687131285891638,183,6.8031726974587885
D3_12_20,17.778192711817013,0.19900706226709275,-0.4262073307954056,0.7522998572746583,0.7757362995337984,0.4669254794273425,284,5.1213165669769545
D4_15_25_noOff,22.24769579103357,0.216084971020029,-0.4678371330546104,0.7647288907979711,0.731275244102252,0.4618807609587619,235,4.553914725234869
