date,action,ticker,shares,price
2012-10-16,BUY,BIL,0.021829294259376252,45.81000137329102
2013-02-11,SELL,BIL,0.021829294259376252,45.79999923706055
2013-02-11,BUY,TQQQ,0.03418640463380945,29.245007514953613
2013-02-21,STOP,TQQQ,0.03418640463380945,27.78275713920593
2013-02-21,BUY,BIL,0.02073782954640744,45.79999923706055
2013-02-22,SELL,BIL,0.02073782954640744,45.79999923706055
2013-02-22,BUY,TQQQ,0.034294742091489784,27.69499111175537
