date,state,equity,tqqq_shares,splg_shares,bil_shares,cash,returns,peak,drawdown
2012-03-30,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-02,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-03,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-04,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-05,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-09,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-10,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-11,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-12,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-13,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-16,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-17,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-18,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-19,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-20,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-23,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-24,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-25,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-26,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-27,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-04-30,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-01,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-02,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-03,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-04,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-07,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-08,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-09,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-10,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-11,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-14,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-15,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-16,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-17,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-18,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-21,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-22,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-23,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-24,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-25,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-29,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-30,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-05-31,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-01,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-04,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-05,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-06,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-07,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-08,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-11,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-12,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-13,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-14,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-15,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-18,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-19,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-20,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-21,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-22,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-25,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-26,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-27,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-28,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-06-29,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-02,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-03,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-05,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-06,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-09,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-10,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-11,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-12,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-13,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-16,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-17,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-18,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-19,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-20,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-23,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-24,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-25,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-26,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-27,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-30,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-07-31,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-01,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-02,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-03,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-06,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-07,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-08,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-09,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-10,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-13,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-14,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-15,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-16,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-17,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-20,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-21,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-22,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-23,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-24,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-27,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-28,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-29,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-30,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-08-31,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-04,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-05,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-06,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-07,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-10,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-11,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-12,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-13,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-14,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-17,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-18,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-19,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-20,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-21,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-24,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-25,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-26,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-27,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-09-28,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-01,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-02,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-03,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-04,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-05,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-08,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-09,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-10,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-11,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-12,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-15,NO_SIGNAL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-16,DOWN,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2012-10-17,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.00021825630284788566,1.0002182563028479,0.0
2012-10-18,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,-0.00021820867742872174,1.0002182563028479,-0.00021820867742872174
2012-10-19,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-10-22,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-10-23,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.00021825630284788566,1.0002182563028479,0.0
2012-10-24,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-10-25,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,-0.00021820867742872174,1.0002182563028479,-0.00021820867742872174
2012-10-26,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-10-31,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.00021825630284788566,1.0002182563028479,0.0
2012-11-01,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-02,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-05,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,-0.00021820867742872174,1.0002182563028479,-0.00021820867742872174
2012-11-06,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-11-07,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.00021825630284788566,1.0002182563028479,0.0
2012-11-08,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-09,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-12,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-13,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-14,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-15,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-16,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-19,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,0.0
2012-11-20,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,-0.00021820867742872174,1.0002182563028479,-0.00021820867742872174
2012-11-21,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-11-23,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-11-26,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-11-27,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-11-28,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-11-29,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-11-30,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-03,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-04,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-05,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-06,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-07,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-10,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-11,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-12,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-13,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-14,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-17,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-18,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.00021825630284788566,1.0002182563028479,0.0
2012-12-19,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,-0.00021820867742872174,1.0002182563028479,-0.00021820867742872174
2012-12-20,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-21,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-24,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-26,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-27,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2012-12-28,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.00021825630284788566,1.0002182563028479,0.0
2012-12-31,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,-0.00021820867742872174,1.0002182563028479,-0.00021820867742872174
2013-01-02,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2013-01-03,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.00021820867742872174
2013-01-04,DOWN,1.0002182563028479,0.0,0.0,0.021829294259376252,0.0,0.00021825630284788566,1.0002182563028479,0.0
2013-01-07,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,-0.0004365006088362655,1.0002182563028479,-0.0004365006088362655
2013-01-08,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
2013-01-09,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
2013-01-10,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
2013-01-11,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
2013-01-14,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
2013-01-15,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
2013-01-16,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
2013-01-17,DOWN,1.0,0.0,0.0,0.021829294259376252,0.0,0.00021838725757850064,1.0002182563028479,-0.00021820867742872174
2013-01-18,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,-0.0002183395749975059,1.0002182563028479,-0.0004365006088362655
2013-01-22,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
2013-01-23,DOWN,0.9997816604250025,0.0,0.0,0.021829294259376252,0.0,0.0,1.0002182563028479,-0.0004365006088362655
