Date,E03_Baseline,E40_SameDay
2014-11-07,3.4822579557481603,6.183000445119404
2014-11-10,3.5179414632547523,6.246359089309587
2014-11-11,3.5513709674159726,6.305715587804409
2014-11-12,3.57090198521492,6.340394320189868
2014-11-13,3.6167267063744073,6.421759421491132
2014-11-14,3.6501553098349904,6.4811143207269355
2014-11-17,3.6159755220427234,6.420425639469183
2014-11-18,3.6971059067913665,6.564478495802107
2014-11-19,3.6501553098349904,6.481114320726936
2014-11-20,3.698607149578938,6.567144060772233
2014-11-21,3.72527644510532,6.614497320699013
2014-11-24,3.8094147196329313,6.763890902526304
2014-11-25,3.821808810755401,6.785897506258972
2014-11-26,3.899935133702786,6.924616433948359
2014-11-28,3.958154171159903,7.0279885387970475
2014-12-01,3.8120434144435076,6.76855833997362
2014-12-02,3.8529829605202943,6.841249460169905
2014-12-03,3.8879143829945644,6.903272723079118
2014-12-04,3.8762714762037787,6.882599901368399
2014-12-05,3.8789006213646733,6.887268138445225
2014-12-08,3.79513951522902,6.738544246332193
2014-12-09,3.8319488985325005,6.803901964296281
2014-12-10,3.646398937826252,6.474444610987676
2014-12-11,3.7034918743113203,6.575817242247703
2014-12-12,3.5810436492181354,6.358401576930461
2014-12-15,3.4736202366344306,6.167663551125997
2014-12-16,3.3012160017326546,5.86154738320152
2014-12-17,3.4785027096152183,6.176332734453919
2014-12-18,3.7335392475786873,6.629168523125711
2014-12-19,3.775232004563593,6.70319702367674
2014-12-22,3.8100587205887524,6.765034372724979
2014-12-23,3.7736159224447388,6.700327553181674
2014-12-24,3.7815056096790163,6.7143362625597
2014-12-26,3.858141723421639,6.850409216201944
2014-12-29,3.8588947091545984,6.851746196741933
2014-12-30,3.779251606333645,6.710334116864339
2014-12-31,3.322003081900942,5.978994908629459
2015-01-02,3.2947330744711834,5.9299139079316765
2015-01-05,3.146444069877812,5.663020957621062
2015-01-06,3.0216776713290625,5.438464374348978
2015-01-07,3.1379210815148437,5.647681145233129
2015-01-08,3.316889738407864,5.969791830258535
2015-01-09,3.2497352430732747,5.84892608275678
2015-01-12,3.1498526931006503,5.669155852861173
2015-01-13,3.147125304131795,5.664247054056174
2015-01-14,3.0987188495110476,5.577124333641166
2015-01-15,2.9756567625737174,5.3556351979891375
2015-01-16,3.0816736901027526,5.546446179886818
2015-01-20,3.1498526931006507,5.669155852861173
2015-01-21,3.1982593520508087,5.756278941031561
2015-01-22,3.376205135915803,6.076548642627402
2015-01-23,3.3987044602735783,6.11704329072561
2015-01-26,3.3912047535974565,6.103545197278
2015-01-27,3.1287168588978935,5.631115236410086
2015-01-28,3.074856852315897,5.534177124917355
2015-01-29,3.1638304594013302,5.6943132628591036
2015-01-30,3.0912197558231576,5.563627343459694
2015-02-02,3.1723516087996053,5.709649765448621
2015-02-03,3.2589390570314056,5.865491256069064
2015-02-04,3.2504158643390273,5.850151075925752
2015-02-05,3.336662286785015,6.00537878281788
2015-02-06,3.275982581804418,5.896166467780376
2015-02-09,3.2398483558964686,5.831131503210967
2015-02-10,3.3949550155943373,6.110294979512562
2015-02-11,3.433134987558338,6.1790119109410995
2015-02-12,3.553129477058642,6.394979935081332
2015-02-13,3.642784318398058,6.556342169458191
2015-02-17,3.6526701839278126,6.574134910227106
2015-02-18,3.6683508315340387,6.602357193557436
2015-02-19,3.723575349918104,6.701751175474183
2015-02-20,3.7951633847976605,6.830596479199407
2015-02-23,3.810163206808724,6.857593401605384
2015-02-24,3.8180029176236063,6.871703440004411
2015-02-25,3.787322039347496,6.816483498757344
2015-02-26,3.8449335339028354,6.9201735990169135
2015-02-27,3.794140103110814,6.828754760259082
2015-03-02,3.89640819894884,7.012818534209856
2015-03-03,3.840502037651971,6.912197720347239
2015-03-04,3.797891591084157,6.835506749025923
2015-03-05,3.814594294400768,6.865568544764299
2015-03-06,3.683351470862743,6.629355586984929
2015-03-09,3.7188018062343753,6.693159674299294
2015-03-10,3.512903554709178,6.322580669038284
2015-03-11,3.451203428653479,6.211531783635769
2015-03-12,3.5173350509600425,6.3305565477079595
2015-03-13,3.4719968067645524,6.248956042070885
2015-03-16,3.6049457808786887,6.488239757268725
2015-03-17,3.62505874205342,6.524439390290247
2015-03-18,3.7293717666298565,6.712183660078631
2015-03-19,3.7474377557720744,6.744699119708749
2015-03-20,3.825161394184504,6.884587381968324
2015-03-23,3.793118047400428,6.826915247851034
2015-03-24,3.7545974583094353,6.757585268204941
2015-03-25,3.4927991753696785,6.286396481742696
2015-03-26,3.4641607738790547,6.2348526232686865
2015-03-27,3.497573127712227,6.294988718428342
2015-03-30,3.6233742503948005,6.521407614941999
2015-03-31,3.511209255238863,6.319531241431821
2015-04-01,3.451886706201564,6.212761557624674
2015-04-02,3.4576847575486003,6.223196984272161
2015-04-06,3.540869303781051,6.3729138768031195
2015-04-07,3.5245049699679183,6.343461083973125
2015-04-08,3.608373202407275,6.4944084860037465
2015-04-09,3.6755370968947387,6.615291150252956
2015-04-10,3.7195157331940076,6.69444461159512
2015-04-13,3.691901022049051,6.644743207572192
2015-04-14,3.6601944101331703,6.587677134320249
2015-04-15,3.724970102472898,6.70426147369436
2015-04-16,3.712014800541424,6.680944311615234
2015-04-17,3.538483553586239,6.368619964992574
2015-04-20,3.6966733397563174,6.653332502214803
2015-04-21,3.744062233913707,6.738623800840113
2015-04-22,3.8047464341413306,6.8478442064959655
2015-04-23,3.8504308123578905,6.93006768974584
2015-04-24,4.001121300510668,7.20128286903122
2015-04-27,3.975551109445302,7.1552612253351455
2015-04-28,3.949641322899996,7.108628372198412
2015-04-29,3.8742964874824275,6.973021518066481
2015-04-30,3.692241026187812,6.645355152523612
2015-05-01,3.841567411197342,6.914115196895733
2015-05-04,3.855203538723978,6.9386577198992105
2015-05-05,3.6724672518342,6.609765993431988
2015-05-06,3.594054614650195,6.468637660032881
2015-05-07,3.655760870588204,6.579697578096781
2015-05-08,3.7897462034714473,6.82084654857923
2015-05-11,3.7481537260258118,6.745987734558372
2015-05-12,3.699740324205114,6.658852510460463
2015-05-13,3.718833681622385,6.693217044138493
2015-05-14,3.88350071009938,6.989587426889527
2015-05-15,3.8831607059606195,6.988975481938109
2015-05-18,3.9308891955979486,7.074877990004077
2015-05-19,3.919639635583766,7.054630849832662
2015-05-20,3.926117286549503,7.066289430872225
2015-05-21,3.9878251771227937,7.17735229097916
2015-05-22,3.97691439527091,7.157714889226886
2015-05-26,3.839181252343709,6.909820549574427
2015-05-27,4.023962467971898,7.242392771879261
2015-05-28,3.994302828088531,7.189010872018723
2015-05-29,3.926798520803486,7.067515527307337
2015-06-01,3.9612321130294017,7.129489663853521
2015-06-02,3.9250952308391183,7.064449918464179
2015-06-03,3.959527597088572,7.126421848478086
2015-06-04,3.8732732057955817,6.971179799126158
2015-06-05,3.843953978709796,6.918410579727797
2015-06-08,3.7263325709808646,6.706713666564584
2015-06-09,3.7079233084293213,6.673580377896978
2015-06-10,3.8548623086087557,6.938043568415517
2015-06-11,3.8760018207408993,6.9760908044634355
2015-06-12,3.777471727135136,6.798754747424458
2015-06-15,3.72531051527048,6.7048741541565375
2015-06-16,3.782245679477684,6.8073469841101035
2015-06-17,3.8139518827347443,6.8644123218512885
2015-06-18,3.9752102879889013,7.154647809362212
2015-06-19,3.9145252704436366,7.045425932684841
2015-06-22,4.008963463278476,7.215397320494802
2015-06-23,4.01884932880823,7.233190061263715
2015-06-24,3.9571418468937596,7.12212793666754
2015-06-25,3.931231651689633,7.075494348020047
2015-06-26,3.858272975125698,6.944182141209422
2015-06-29,3.5855316262872274,6.453297847644949
2015-06-30,3.6264424608200594,6.526929829719936
2015-07-01,3.7007636058919604,6.660694229400784
2015-07-02,3.714742189510281,6.685853110420234
2015-07-06,3.6833768077096223,6.6294011886519835
2015-07-07,3.7021281176940293,6.663150099824802
2015-07-08,3.5166628072001136,6.329346632509544
2015-07-09,3.506435711555137,6.310939740256936
2015-07-10,3.669399858726585,6.604245249675571
2015-07-13,3.8569080546648085,6.941725535274645
2015-07-14,3.9342994534560694,7.081015827287222
2015-07-15,3.9530503547816562,7.114764002949282
2015-07-16,4.107490696272495,7.3927282289584655
2015-07-17,4.295342165620045,7.730826343595028
2015-07-20,4.343411885372596,7.817343003144691
2015-07-21,4.331479456469149,7.795866824495129
2015-07-22,4.18931277399698,7.539992928619201
2015-07-23,4.139196899529556,7.44979356669965
2015-07-24,4.021576309118267,7.238098124557956
2015-07-27,3.9182755324405196,7.052175714919405
2015-07-28,4.0215763091182675,7.238098124557957
2015-07-29,4.066578635763204,7.319094040351202
2015-07-30,4.123172161196365,7.420951983310315
2015-07-31,4.110558089380113,7.3982489727148835
2015-08-03,4.072714647954897,7.3301377343963114
2015-08-04,4.0464640399531895,7.282891465286643
2015-08-05,4.1412422369267885,7.4534747980480205
2015-08-06,3.942481620362638,7.09574222370222
2015-08-07,3.926798520803488,7.067515527307336
2015-08-10,4.0594197505434835,7.306209362876526
2015-08-11,3.904639404913884,7.027633191915925
2015-08-12,3.9390713625045173,7.089604386419072
2015-08-13,3.9213445601834187,7.057699400718855
2015-08-14,3.9424816203626385,7.09574222370222
2015-08-17,4.039303520098187,7.270003845768932
2015-08-18,3.9748694665325024,7.154034393389274
2015-08-19,3.9002062740277377,7.019654371203214
2015-08-20,3.5790523406862107,6.441636324562349
2015-08-21,3.1338026179205802,6.355702086194486
2015-08-24,3.093855235216498,6.280404459602379
2015-08-25,3.089769720667794,6.27211102573405
2015-08-26,3.134361976779262,6.3626315520206
2015-08-27,3.1588544958129092,6.412350402474522
2015-08-28,3.1585984661491646,6.411830672325655
2015-08-31,3.1468702535360156,6.388022861940619
2015-09-01,3.118322658317128,6.33007236629919
2015-09-02,3.1436883787487226,6.381563781251727
2015-09-03,3.1385004654512527,6.371032521275958
2015-09-04,3.1280023786761326,6.349721817966615
2015-09-08,3.154553867858012,6.403620296851098
2015-09-09,3.143573188039558,6.381329948642075
2015-09-10,3.1536242382192845,6.401733185242776
2015-09-11,3.15872355931694,6.412084606536869
2015-09-14,3.15590238302355,6.4063577296058964
2015-09-15,3.1669189001637794,6.428720826168797
2015-09-16,3.1722124876014437,6.439466600493456
2015-09-17,3.1730867325498235,6.441241283358411
2015-09-18,3.159660545862234,6.413986652376206
2015-09-21,3.162348853152149,6.4194438104552844
2015-09-22,3.1483984198569743,6.391124979476022
2015-09-23,3.1489005546539026,6.392144293367006
2015-09-24,3.145256463480262,6.384746931590793
2015-09-25,3.1376214197638435,6.369248093099567
2015-09-28,3.1105764934200195,6.314347956181078
2015-09-29,3.105967457880353,6.304991795288902
2015-09-30,3.1265143033599445,6.346701083594293
2015-10-01,3.1308890980237853,6.35558174472022
2015-10-02,3.1471438323944687,6.388578216264612
2015-10-05,3.1614920323800058,6.417704497982874
2015-10-06,3.156972903891954,6.408530844869822
2015-10-07,3.1620450078765776,6.418827016494791
2015-10-08,3.1659087709752094,6.426670303639995
2015-10-09,3.1697626035812267,6.434493432275714
2015-10-12,3.1724310089971794,6.439910190333304
2015-10-13,3.166219826350726,6.427301733819837
2015-10-14,3.1648717911281317,6.42456527533034
2015-10-15,3.1803369259267233,6.455958890794908
2015-10-16,3.184288146376883,6.463979712924395
2015-10-19,3.1899966747407893,6.574043012053828
2015-10-20,3.134250031153405,6.465075257428787
2015-10-21,3.0838236538819315,6.361059840413827
2015-10-22,3.2666200360449222,6.738117304152465
2015-10-23,3.53826225853229,7.298438718851396
2015-10-26,3.548768128578503,7.320109370464516
2015-10-27,3.5718803231000322,7.367783319722174
2015-10-28,3.654724145475405,7.53866679773007
2015-10-29,3.6412172664546896,7.51080590964075
2015-10-30,3.5913902994399622,7.408026907200703
2015-11-02,3.713854564122152,7.660636201177378
2015-11-03,3.749273737780694,7.7336959829377205
2015-11-04,3.7507737025828396,7.736789987957415
2015-11-05,3.717757207012264,7.66868625453517
2015-11-06,3.7300631067790664,7.6940698606010445
2015-11-09,3.6099997212344923,7.44641290423445
2015-11-10,3.5844870073654174,7.393787359512315
2015-11-11,3.568578529626946,7.360972649521708
2015-11-12,3.4650233918676596,7.147367559866234
2015-11-13,3.261217068562593,6.726972503629374
2015-11-16,3.397188212265499,7.007442685695369
2015-11-17,3.408894701775555,7.031589877186331
2015-11-18,3.6042984877840714,7.434652865006314
2015-11-19,3.6097000161061197,7.445794696946992
2015-11-20,3.6814378385983932,7.593769624475649
2015-11-23,3.651721337550553,7.532472850525854
2015-11-24,3.6403163521192203,7.508947577050365
2015-11-25,3.648420263657608,7.525663664616595
2015-11-27,3.6616263581797397,7.552904118981648
2015-11-30,3.6385156028184906,7.505233138306403
2015-12-01,3.746572433934565,7.728123953748977
2015-12-02,3.6784357502536804,7.587577161562639
2015-12-03,3.4908383293955985,7.200616506895048
2015-12-04,3.730663596406023,7.695308501612766
2015-12-07,3.685039337199851,7.60119850196357
2015-12-08,3.6853404814885047,7.60181967783344
2015-12-09,3.5136497394185437,7.247670022428439
2015-12-10,3.563475627063061,7.350446798431677
2015-12-11,3.319146507955427,6.846464625053238
2015-12-14,3.3935870734541096,7.00001455035305
2015-12-15,3.451217167508641,7.118889206635062
2015-12-16,3.6036969187869046,7.433411997557784
2015-12-17,3.4536169672760466,7.123839317808334
2015-12-18,3.263918372408722,6.732544532818118
2015-12-21,3.3608684840615566,6.932525313490246
2015-12-22,3.4245027548055123,7.063784895598276
2015-12-23,3.5028441642439567,7.225381163527864
2015-12-24,3.495639727880759,7.210520439969606
2015-12-28,3.4947398929154994,7.208664333816031
2015-12-29,3.6541240156385175,7.537428898863951
2015-12-30,3.5607743232169313,7.344874769242935
2015-12-31,3.405685549903855,6.95160430405125
2016-01-04,3.1975816988089965,6.526827675157399
2016-01-05,3.168959927819278,6.468405597286083
2016-01-06,3.0839891233692347,6.294965213175962
2016-01-07,2.790616774817373,6.229417278795504
2016-01-08,2.781516197778588,6.2147087858548655
2016-01-11,2.783951099950071,6.22014905901592
2016-01-12,2.793342726514896,6.241132659317259
2016-01-13,2.7641195248616643,6.175839605043411
2016-01-14,2.7820006341823054,6.215791156389605
2016-01-15,2.75643138786852,6.158662091370721
2016-01-19,2.757600860964971,6.161275031296484
2016-01-20,2.7551044983540143,6.155697437801476
