Date,asset,side,notional,cost,realized_gain
2010-01-04,TQQQ,BUY,1.0,0.0005,0.0
2010-05-21,TQQQ,SELL,0.8587862553309172,0.00042939312766545864,-0.1529668150443241
2010-05-21,QLD,BUY,0.8587862553309172,0.00042939312766545864,0.0
2010-05-24,QLD,SELL,0.8579274690755864,0.0004289637345377932,-0.007883019209399265
2010-05-24,SGOV,BUY,0.8579274690755864,0.0004289637345377932,0.0
2010-05-28,QLD,BUY,0.8460778054235694,0.0004230389027117847,0.0
2010-05-28,SGOV,SELL,0.8460778054235694,0.0004230389027117847,0.0
2010-06-03,TQQQ,BUY,0.8922553968247617,0.00044612769841238087,0.0
2010-06-03,QLD,SELL,0.8922553968247617,0.00044612769841238087,0.03274546425954492
2010-06-07,TQQQ,SELL,0.7733309793549479,0.00038666548967747393,-0.14921540070676165
2010-06-07,QLD,BUY,0.7733309793549479,0.00038666548967747393,0.0
2010-06-08,QLD,SELL,0.7728387133231258,0.0003864193566615629,-0.016073420257101984
2010-06-08,SGOV,BUY,0.7728387133231258,0.0003864193566615629,0.0
2010-06-16,TQQQ,BUY,0.7873540850804716,0.0003936770425402358,0.0
2010-06-16,SGOV,SELL,0.7873540850804716,0.0003936770425402358,-0.00013971299220476456
2010-06-25,TQQQ,SELL,0.7081054834847287,0.00035405274174236435,-0.10693625581798157
2010-06-25,QLD,BUY,0.7081054834847287,0.00035405274174236435,0.0
2010-06-28,QLD,SELL,0.7073331829968673,0.00035366659149843366,-0.020859912004648835
2010-06-28,SGOV,BUY,0.7073331829968673,0.00035366659149843366,0.0
2010-07-27,QLD,BUY,0.7060666848732019,0.00035303334243660093,0.0
2010-07-27,SGOV,SELL,0.7060666848732019,0.00035303334243660093,-0.0027662921643224975
2010-08-02,QLD,SELL,0.6875483148050857,0.00034377415740254286,-0.013258571867594897
2010-08-02,SGOV,BUY,0.6875483148050857,0.00034377415740254286,0.0
2010-08-03,TQQQ,BUY,0.6797533947896106,0.0003398766973948053,0.0
2010-08-03,SGOV,SELL,0.6797533947896106,0.0003398766973948053,-0.0014800585954163378
2010-08-04,TQQQ,SELL,0.6928761078059027,0.00034643805390295135,-0.006874285243445955
2010-08-04,QLD,BUY,0.6928761078059027,0.00034643805390295135,0.0
2010-08-05,TQQQ,BUY,0.6880929432969259,0.000344046471648463,0.0
