Strategy,Final,CAGR,MDD,Sharpe,Sortino,Calmar,Trades,TotalTax
E03_Baseline,93.01356371716768,0.3308912153135637,-0.5520320224698654,0.8593728941100254,0.8710995472798608,0.5994058348881863,816,11.561750089055414
A_Best_V15_LB10,23.707000093349077,0.2209670104618311,-0.22901686170014468,1.357219663751831,2.0777094416816375,0.9648503993175255,912,1.604955253786531
B_Best_V12_LB10,11.221582674614782,0.16471489306579024,-0.15031587160684512,1.340299162626223,1.9964838534582336,1.0957917570847482,731,0.561183754281626
C_Best_C5_MA20_HighVol_cap10,11.478044207412283,0.16637584154186236,-0.1503158716068449,1.3615119160936582,2.0328314898429465,1.1068414783039195,746,0.5302194332325925
D_Best_D2_18_28,25.77186795268001,0.22741431129253087,-0.4851886952197235,0.7536166982176523,0.7402544592961207,0.4687131285891638,183,6.8031726974587885
E_Best_E3_Top2_6m_MA200,14.938611493872429,0.18592056514958966,-0.7547756393121945,0.6272585854042545,0.4929567446179536,0.24632560388278266,139,5.8628968957555365
