year,return
2011,-0.35015031370753147
2012,0.20795471967206924
2013,1.2109755385812409
2014,0.3254152543010578
2015,-0.0003896073937379452
2016,-0.16978022040197005
2017,1.1806179113145157
2018,-0.26816642459783424
2019,0.7205400721584172
2020,1.302170704359085
2021,0.8298129593801795
2022,-0.30557281215615106
2023,1.1329394381177615
2024,0.41415321449857667
2025,0.2913243412905768
