Date,equity,equity_pre_tax
2010-01-04,1.0,1.0
2010-01-05,0.9996372221710744,0.9996372221710744
2010-01-06,0.9997279166283058,0.9997279166283058
2010-01-07,0.9997279166283058,0.9997279166283058
2010-01-08,1.0000910373474288,1.0000910373474288
2010-01-11,1.0000910373474288,1.0000910373474288
2010-01-12,0.9999999999999999,0.9999999999999999
2010-01-13,0.9999098198780647,0.9999098198780647
2010-01-14,0.9999098198780647,0.9999098198780647
2010-01-15,0.999819039698284,0.999819039698284
2010-01-19,0.9999999999999999,0.9999999999999999
2010-01-20,0.9999999999999999,0.9999999999999999
2010-01-21,0.9999999999999999,0.9999999999999999
2010-01-22,0.9998190396982839,0.9998190396982839
2010-01-25,1.0001819032497588,1.0001819032497588
2010-01-26,1.0001819032497588,1.0001819032497588
2010-01-27,0.9998190396982839,0.9998190396982839
2010-01-28,0.9998190396982839,0.9998190396982839
2010-01-29,1.0001819032497588,1.0001819032497588
2010-02-01,0.9999274787232344,0.9999274787232344
2010-02-02,1.0001090390827958,1.0001090390827958
2010-02-03,1.0000181731804656,1.0000181731804656
2010-02-04,1.0000181731804656,1.0000181731804656
2010-02-05,0.9998372128787497,0.9998372128787497
2010-02-08,1.0002000764302246,1.0002000764302246
2010-02-09,1.0002000764302246,1.0002000764302246
2010-02-10,1.0001090390827958,1.0001090390827958
2010-02-11,1.0002000764302246,1.0002000764302246
2010-02-12,1.0002000764302246,1.0002000764302246
2010-02-16,0.9999274787232342,0.9999274787232342
2010-02-17,1.0001090390827956,1.0001090390827956
2010-02-18,1.0002000764302243,1.0002000764302243
2010-02-19,1.0000181731804654,1.0000181731804654
2010-02-22,1.0001090390827956,1.0001090390827956
2010-02-23,1.0001090390827956,1.0001090390827956
2010-02-24,1.0000181731804654,1.0000181731804654
2010-02-25,1.0002909423325546,1.0002909423325546
2010-02-26,1.0002000764302243,1.0002000764302243
2010-03-01,1.000181817527209,1.000181817527209
2010-03-02,0.9997277451832065,0.9997277451832065
2010-03-03,0.99999991427745,0.99999991427745
2010-03-04,1.0000909516248788,1.0000909516248788
2010-03-05,0.9999999142774499,0.9999999142774499
2010-03-08,1.000181817527209,1.000181817527209
2010-03-09,1.0000909516248788,1.0000909516248788
2010-03-10,0.9999999142774499,0.9999999142774499
2010-03-11,0.9999098198780642,0.9999098198780642
2010-03-12,1.0000909516248788,1.0000909516248788
2010-03-15,1.0000909516248788,1.0000909516248788
2010-03-16,0.9998186968080859,0.9998186968080859
2010-03-17,1.0000909516248788,1.0000909516248788
2010-03-18,1.0000909516248788,1.0000909516248788
2010-03-19,1.0000909516248788,1.0000909516248788
2010-03-22,1.0000909516248788,1.0000909516248788
2010-03-23,1.0001818175272088,1.0001818175272088
2010-03-24,0.9999999142774498,0.9999999142774498
2010-03-25,0.9999999142774498,0.9999999142774498
2010-03-26,0.999909819878064,0.999909819878064
2010-03-29,0.999909819878064,0.999909819878064
2010-03-30,1.0001818175272088,1.0001818175272088
