date,state,equity,cash,TQQQ_shares,SPLG_shares,SGOV_shares,BIL_shares
1999-03-11,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-12,NO_SIGNAL,1.0000793650793651,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-15,NO_SIGNAL,1.000158736457546,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-16,NO_SIGNAL,1.0002381141350427,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-17,NO_SIGNAL,1.0003174981123553,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-18,NO_SIGNAL,1.0003968883899832,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-19,NO_SIGNAL,1.0004762849684266,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-22,NO_SIGNAL,1.0005556878481858,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-23,NO_SIGNAL,1.000635097029761,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-24,NO_SIGNAL,1.0007145125136525,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-25,NO_SIGNAL,1.00079393430036,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-26,NO_SIGNAL,1.0008733623903838,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-29,NO_SIGNAL,1.0009527967842244,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-30,NO_SIGNAL,1.001032237482382,0.0,0.0,0.0,0.0,0.027130670445576863
1999-03-31,NO_SIGNAL,1.0011116844853567,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-01,NO_SIGNAL,1.0011911377936493,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-05,NO_SIGNAL,1.0012705974077598,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-06,NO_SIGNAL,1.001350063328189,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-07,NO_SIGNAL,1.0014295355554375,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-08,NO_SIGNAL,1.0015090140900054,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-09,NO_SIGNAL,1.0015884989323935,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-12,NO_SIGNAL,1.0016679900831025,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-13,NO_SIGNAL,1.0017474875426329,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-14,NO_SIGNAL,1.0018269913114857,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-15,NO_SIGNAL,1.0019065013901611,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-16,NO_SIGNAL,1.0019860177791604,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-19,NO_SIGNAL,1.002065540478984,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-20,NO_SIGNAL,1.0021450694901333,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-21,NO_SIGNAL,1.002224604813109,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-22,NO_SIGNAL,1.0023041464484115,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-23,NO_SIGNAL,1.0023836943965423,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-26,NO_SIGNAL,1.0024632486580025,0.0,0.0,0.0,0.0,0.027130670445576863
1999-04-27,NO_SIGNAL,1.0025428092332926,0.0,0.0,0.0,0.0,0.027130670445576863
