date,ticker,delta_weight
2012-07-03,AAME,0.0008002544178046218
2012-07-03,AAPL,0.002501719845707569
2012-07-03,ABCB,0.0009798566238960649
2012-07-03,AEO,0.0016972677210293572
2012-07-03,AGNC,0.0008678673968364747
2012-07-03,AGX,0.0008664741436359675
2012-07-03,ALG,0.0007640849731281751
2012-07-03,ALGN,0.0011248578768400055
2012-07-03,ALGT,0.0009433995308201118
2012-07-03,ALLT,0.0013246674229140099
2012-07-03,AMT,0.0007841384743605442
2012-07-03,AMTX,0.1460082464322548
2012-07-03,ANIK,0.004107597901364984
2012-07-03,ASGN,0.0017785782174362158
2012-07-03,ASML,0.0009368469190759949
2012-07-03,ASPS,0.005213954494769193
2012-07-03,ASR,0.000853291208135703
2012-07-03,ASRV,0.0010559633668992619
2012-07-03,ASUR,0.008438491878895655
2012-07-03,ATLC,0.001477134984966728
2012-07-03,AVD,0.006482428632709195
2012-07-03,AWRE,0.008341997334264543
2012-07-03,AX,0.0008479047652563711
2012-07-03,AZZ,0.0008341713853655745
2012-07-03,BAP,0.0011955768792480206
2012-07-03,BBDC,0.000824612176918784
2012-07-03,BBGI,0.0009198547595753431
2012-07-03,BBH,0.0007352403795276954
2012-07-03,BBSI,0.0012807512556441683
2012-07-03,BFH,0.0010222183701698575
2012-07-03,BGS,0.0007901908549938719
2012-07-03,BIB,0.0008233596087361429
2012-07-03,BIIB,0.0007974141668561283
2012-07-03,BIP,0.0009525792351225337
2012-07-03,BLDR,0.009793090358958841
2012-07-03,BLIN,0.0016090142238573825
2012-07-03,BMRN,0.0010829532341775224
2012-07-03,BSET,0.0009841145027595516
2012-07-03,BUD,0.0009184998528358059
2012-07-03,BZQ,0.0007654579829699698
2012-07-03,CASY,0.0008119677076695895
2012-07-03,CBAN,0.001977528069984346
2012-07-03,CCI,0.0010318404657576373
2012-07-03,CF,0.000871298003900363
2012-07-03,CFFI,0.0047812984964360795
2012-07-03,CHD,0.0009029767397258836
2012-07-03,CHDN,0.0007290042107243748
2012-07-03,CIA,0.0010063351275760811
2012-07-03,CINF,0.0008509514064662869
2012-07-03,CIVB,0.0016230480378066506
2012-07-03,CLDX,0.0010929639976459858
2012-07-03,CPSS,0.0017970399540236787
2012-07-03,CRI,0.0022914808916890115
2012-07-03,CRIS,0.0012681311213017506
2012-07-03,CRUS,0.003746424913132149
2012-07-03,CSGP,0.0008441805794405942
2012-07-03,CSV,0.0012164164694090753
2012-07-03,CSWC,0.0008060032249187899
2012-07-03,CXW,0.0008480087334916981
2012-07-03,DDD,0.002445853368400592
2012-07-03,DG,0.0016839361839515337
2012-07-03,DHI,0.001733276978268942
2012-07-03,DLTR,0.0017348934141696358
2012-07-03,DPZ,0.0007365960074527657
2012-07-03,DVAX,0.0015236659684144313
2012-07-03,DWSN,0.0013105741577050158
2012-07-03,DXPE,0.001848233098403235
2012-07-03,EAT,0.0007811354999337216
2012-07-03,EC,0.0008545655611908708
2012-07-03,EDV,0.0018934948145632484
2012-07-03,EFX,0.000837349581704138
2012-07-03,EGY,0.0010180706470550738
2012-07-03,EQIX,0.002494596310260425
2012-07-03,EXP,0.000823938875828709
2012-07-03,EXPE,0.0020194597881622784
2012-07-03,EXR,0.0011478066091887256
2012-07-03,FBIZ,0.0014894291066201355
2012-07-03,FICO,0.0009314271559295605
2012-07-03,FLXS,0.0008980157728890599
2012-07-03,FMX,0.0008319834854555098
2012-07-03,FONR,0.007032015024831478
2012-07-03,FRME,0.0009268019125158923
2012-07-03,FUN,0.0016100159582268373
2012-07-03,GAP,0.0014559355051461111
2012-07-03,GASS,0.0008142549465657401
2012-07-03,GRFS,0.0009390825432134539
2012-07-03,GSBC,0.0012501658103087536
2012-07-03,HAIN,0.0019212279762244196
2012-07-03,HBNC,0.0012554436140379318
2012-07-03,HCI,0.06327175449731691
2012-07-03,HD,0.0012500888336491433
2012-07-03,HDSN,0.024156978098513474
2012-07-03,HOFT,0.0008752838268958151
2012-07-03,HSTM,0.004764315106436859
2012-07-03,IDN,0.0008597614217257468
2012-07-03,INOD,0.029575914647876428
2012-07-03,ISRG,0.0011952168016085625
2012-07-03,ITB,0.0007608722630660407
2012-07-03,ITIC,0.0010325346539076243
2012-07-03,JAZZ,0.0007957006256746338
2012-07-03,JBSS,0.007407032754482551
2012-07-03,JHX,0.0008716001127051825
2012-07-03,KINS,0.0031260406857909658
2012-07-03,KNDI,0.0022732125170379504
2012-07-03,KOF,0.001019164787758477
2012-07-03,KTCC,0.0030474131914212084
2012-07-03,LEE,0.003167894253265411
2012-07-03,LEN,0.0023401864623690443
2012-07-03,LEN-B,0.0018488047456815722
2012-07-03,LGND,0.0009713693424014322
2012-07-03,LIVE,0.1488646509802468
2012-07-03,LOPE,0.0011555993468668959
2012-07-03,LPSN,0.0007917947904004994
2012-07-03,LPX,0.0007659133397124479
2012-07-03,LQDT,0.008786968648303285
2012-07-03,LTC,0.0008761432021904982
2012-07-03,MA,0.0010077960091219758
2012-07-03,MAIN,0.0008693591533401648
2012-07-03,MANH,0.0007452069991655506
2012-07-03,MBWM,0.010329432647927772
2012-07-03,MCS,0.0010199780675932497
2012-07-03,MG,0.001771392194825033
2012-07-03,MHO,0.0009576392945400709
2012-07-03,MLAB,0.0011989625992112516
2012-07-03,MNST,0.002647389742039832
2012-07-03,MO,0.0008757985302841282
2012-07-03,MOFG,0.0012897170294909582
2012-07-03,MOV,0.0012373707703963763
2012-07-03,MTH,0.0012534831602149744
2012-07-03,MYE,0.0022828382985427905
2012-07-03,NAII,0.0016077767556239336
