date,turnover
2012-07-03,1.0000000000000002
2012-10-02,1.1909162542416944
2013-01-02,1.645229008274364
2013-04-02,0.9969697972447467
2013-07-02,1.3030834397816622
2013-10-01,1.3284842314361287
2014-01-02,1.263518591151925
2014-04-01,1.3030089634716475
2014-07-01,0.7568684832045411
2014-10-01,1.4130620994198901
2015-01-02,1.4845021841834414
2015-04-01,1.1364306531849948
2015-07-01,1.289156601924708
2015-10-01,1.4827461799606332
2016-01-04,1.3982651183750647
2016-04-01,1.5153164570022923
2016-07-01,1.0568574784467972
2016-10-03,0.9379796985690263
2017-01-04,1.5403081456683458
2017-04-03,1.4742392420593249
2017-07-03,1.2171120240780335
2017-10-03,1.3059488216834758
2018-01-03,1.3010979886956044
2018-04-03,1.0005668200741729
2018-07-03,1.4693365611387725
2018-10-02,1.3574771368025753
2019-01-02,1.3932074699447534
2019-04-02,1.4038183507435464
2019-07-02,0.8243288557829525
2019-10-01,1.875303865748985
2020-01-02,1.4380165354412322
2020-04-01,1.1606186563863212
2020-07-01,1.871829062891789
2020-10-01,1.2980349582094883
2021-01-04,1.3306414876933683
2021-04-01,1.7677953098092902
2021-07-01,1.3321088357330715
2021-10-01,1.2097894382059886
2022-01-03,1.2335203025360155
2022-04-01,1.2378756632324635
2022-07-01,1.191102226990112
2022-10-03,1.0610890055524946
2023-01-04,1.3847083539807734
2023-04-03,1.532980263683024
2023-07-03,1.4140660769189322
2023-10-03,1.5389754604087615
2024-01-03,1.5365231421710335
2024-04-02,0.8395361188891438
2024-07-02,1.3457775499492008
2024-10-01,1.2629556000994602
