date,return
2012-07-03,0.006569124356921277
2012-07-05,0.010900834665763331
2012-07-06,0.015649503796864497
2012-07-09,-0.05507899041849538
2012-07-10,-0.008931349755741261
2012-07-11,-0.026592497364694077
2012-07-12,0.013813347541410144
2012-07-13,0.00024209248901918903
2012-07-16,0.006166622047074752
2012-07-17,-0.024791174051841388
2012-07-18,-0.02085122255665981
2012-07-19,-0.0028784597214772684
2012-07-20,-0.02982274941780086
2012-07-23,-0.0008939104874118424
2012-07-24,-0.011602172249706607
2012-07-25,-0.015847986729456746
2012-07-26,0.04124249588768356
2012-07-27,-0.024237653287314743
2012-07-30,-0.016348529883065142
2012-07-31,-0.014572641782351766
2012-08-01,-0.010770498251708234
2012-08-02,0.027402018505906803
2012-08-03,0.000489899881279746
2012-08-06,-0.010513195785186759
2012-08-07,0.013781916039654882
2012-08-08,0.005674091109984123
2012-08-09,0.001809545173652241
2012-08-10,-0.01424229255778188
2012-08-13,-0.017955968131055614
2012-08-14,-0.0062989759551394485
2012-08-15,0.0285436160697293
2012-08-16,0.001129340279118823
2012-08-17,-0.00640353639981322
2012-08-20,-0.00787947383607167
2012-08-21,0.0005614936629791236
2012-08-22,-0.006358386538761537
2012-08-23,0.01996663823454818
2012-08-24,-0.006920693276678067
2012-08-27,0.014705839906801558
2012-08-28,-0.004806627341439804
2012-08-29,-0.014399483983599567
2012-08-30,-0.0022763737900803904
2012-08-31,4.773196967606825e-05
2012-09-04,-0.009345315736357312
2012-09-05,0.004316131478025748
2012-09-06,-0.0026501708698928247
2012-09-07,-0.005122664898632289
2012-09-10,-0.0037354398153113203
2012-09-11,0.02605043455371128
2012-09-12,0.04292657091956612
2012-09-13,0.011282223899742651
2012-09-14,0.003555857821895551
2012-09-17,-0.01956456860033976
2012-09-18,0.03243883169828585
2012-09-19,0.029635218266961066
2012-09-20,-0.01172737660762019
2012-09-21,0.0008930396495442378
2012-09-24,-0.01446820996469534
2012-09-25,-0.022207391232230075
2012-09-26,0.006380240796745341
2012-09-27,0.03474202718086732
2012-09-28,0.008574415283090714
2012-10-01,-0.02303180047806921
2012-10-02,0.00040566617646932597
2012-10-03,-0.01553525805262566
2012-10-04,0.011242504987154678
2012-10-05,-0.01395749428802881
2012-10-08,-0.025316643242443287
2012-10-09,-0.007909245303754526
2012-10-10,0.015845635532996734
2012-10-11,0.003843637520168991
2012-10-12,0.001711205456319441
2012-10-15,0.01803862719030559
2012-10-16,0.01638124592903556
2012-10-17,0.009846182705138049
2012-10-18,0.002473011952424579
2012-10-19,-0.007832777066000999
2012-10-22,-0.025924976083477054
2012-10-23,0.003933202589231619
2012-10-24,-0.0029918258291166087
2012-10-25,-0.012070243259986138
2012-10-26,-0.002486928634780774
2012-10-31,0.010133658293009674
2012-11-01,-0.027354345337393587
2012-11-02,0.02670359723042156
2012-11-05,0.012387528578859105
2012-11-06,-0.002829425185164533
2012-11-07,-0.00304429172477346
2012-11-08,-0.010252411352041902
2012-11-09,-0.005849414099990537
2012-11-12,0.024923496050882493
2012-11-13,-0.05991084602340842
2012-11-14,-0.02415790343285073
2012-11-15,0.019330352283711348
2012-11-16,0.03577534306605875
2012-11-19,0.0022723108877721453
2012-11-20,0.011920648996827883
2012-11-21,0.007379965107589674
2012-11-23,-0.0028747071974908976
2012-11-26,0.007323732259957373
2012-11-27,0.01642153155680041
2012-11-28,0.01549376278998999
2012-11-29,-0.02118623256173885
2012-11-30,-0.0028443113712192957
2012-12-03,-0.0033285005558890126
2012-12-04,-0.019231145624853598
2012-12-05,-0.000509225893252144
2012-12-06,-0.00535831233912586
2012-12-07,-0.0014436500517649607
2012-12-10,0.02444481549649536
2012-12-11,0.03801165940500939
2012-12-12,0.009521088493451449
2012-12-13,-0.03379670891950565
2012-12-14,0.027517593771345918
2012-12-17,-0.008150742721437138
2012-12-18,0.010200656781992962
2012-12-19,-0.004895659250325168
2012-12-20,-0.009859018439831545
2012-12-21,0.0043514744358563616
2012-12-24,-0.014256575160077858
2012-12-26,-0.0036682186688649972
2012-12-27,-0.010668701386080724
2012-12-28,0.02982326617082688
2012-12-31,0.048452625442556053
2013-01-02,0.022082417353935905
2013-01-03,0.01535737646644185
2013-01-04,0.015090067173461548
2013-01-07,0.012689803690058711
2013-01-08,0.028825374451656498
2013-01-09,0.0036321088870726556
2013-01-10,-0.014015179743184194
2013-01-11,-0.02420208581113613
2013-01-14,0.019144217043938417
2013-01-15,-0.035410111691240774
2013-01-16,0.010347700784147748
2013-01-17,-0.0032544627288106477
2013-01-18,0.020720481013104454
2013-01-22,0.0335546731654158
2013-01-23,-0.022636120237303152
2013-01-24,0.04791041055862843
2013-01-25,-0.001198831241237024
2013-01-28,-0.011725411344485239
2013-01-29,0.0032795515096005062
2013-01-30,-0.0376260287441151
2013-01-31,0.009636123001050247
2013-02-01,-0.004751446754258648
2013-02-04,0.05463323079788397
2013-02-05,0.01379391361736155
2013-02-06,0.0020019563251763295
2013-02-07,-0.0033641602960905945
2013-02-08,0.02020801516466087
2013-02-11,-0.0010626463484262978
2013-02-12,-0.01177747408811463
2013-02-13,-0.0072351619435836725
2013-02-14,-0.0006221063775504968
2013-02-15,-0.02990106527832687
2013-02-19,-0.035012755438073924
2013-02-20,-0.025327573316816804
2013-02-21,0.0005908185368659826
2013-02-22,-0.037260881669814935
2013-02-25,0.015509257911655474
2013-02-26,0.02059289243138083
2013-02-27,-0.01949120725628058
2013-02-28,0.006018237943616976
2013-03-01,0.005300128076474798
2013-03-04,0.0163996312315159
2013-03-05,0.007699384760056259
