year,return
2011,-0.31630170255813217
2012,0.19127398834386922
2013,1.2108368223829142
2014,0.3239184234698764
2015,0.025615716994265902
2016,-0.14300290764145873
2017,1.1806179113145197
2018,-0.25579856480216434
2019,0.7827103451278425
2020,1.60215011199685
2021,0.8298129593801802
2022,-0.44283773656103453
2023,1.1858591184685006
2024,0.4280679026960408
2025,0.33404031407869916
