Date,asset,side,notional,cost,realized_gain
2010-02-11,TQQQ,BUY,0.1,0.0,0.0
2010-10-01,TQQQ,BUY,0.9311295349915344,0.0009311295349915344,0.0
2011-06-10,TQQQ,SELL,1.2880605492721684,0.0012880605492721685,0.3459773468892523
2011-07-01,TQQQ,BUY,1.3651946520843858,0.0013651946520843857,0.0
2011-08-05,TQQQ,SELL,1.0974318278328878,0.001097431827832888,-0.24275401286557927
2011-10-13,TQQQ,BUY,1.1460743284077726,0.0011460743284077727,0.0
2011-11-22,TQQQ,SELL,0.9618517289317765,0.0009618517289317766,-0.18370104336419232
2011-12-05,TQQQ,BUY,1.0041201510718076,0.0010041201510718077,0.0
2011-12-15,TQQQ,SELL,0.8824618859185848,0.0008824618859185849,-0.13173749101820245
2011-12-28,TQQQ,BUY,0.8609977589992938,0.0008609977589992938,0.0
2012-06-06,TQQQ,SELL,1.1193463787356572,0.0011193463787356572,0.3012297068535503
2012-06-07,TQQQ,BUY,1.1057992755980248,0.0011057992755980248,0.0
2012-10-26,TQQQ,SELL,1.2440259574820194,0.0012440259574820194,0.19312422568556006
2012-12-03,TQQQ,BUY,1.2394834990274373,0.0012394834990274372,0.0
2012-12-31,TQQQ,SELL,1.153198986049017,0.0011531989860490172,0.013753903463245187
2013-01-03,TQQQ,BUY,1.046066871901555,0.0010460668719015549,0.0
2015-08-24,TQQQ,SELL,3.405165925929873,0.003405165925929873,2.256928709322984
2015-10-20,TQQQ,BUY,3.4496260884077876,0.003449626088407788,0.0
2016-01-08,TQQQ,SELL,2.7171192093065026,0.0027171192093065027,0.028596402847856653
2016-03-22,TQQQ,BUY,2.7723330819718766,0.0027723330819718764,0.0
2016-05-02,TQQQ,SELL,2.5822683832707636,0.002582268383270764,-0.05447272679880024
2016-05-27,TQQQ,BUY,2.6397181445037416,0.002639718144503742,0.0
2016-06-28,TQQQ,SELL,2.1240257545742995,0.0021240257545742996,-0.32292910944014264
2016-07-06,TQQQ,BUY,2.1905051045638815,0.0021905051045638816,0.0
2018-10-15,TQQQ,SELL,7.732762072105249,0.0077327620721052495,5.4367906748017
2018-10-17,TQQQ,BUY,7.818070391753363,0.007818070391753364,0.0
2018-10-25,TQQQ,SELL,6.344132796050935,0.006344132796050935,1.0475764661009184
2019-02-26,TQQQ,BUY,5.056755154996673,0.005056755154996674,0.0
2020-03-12,TQQQ,SELL,5.884901011064935,0.005884901011064936,-0.4913397768786721
2020-04-15,TQQQ,BUY,6.008059189622899,0.0060080591896228995,0.0
2022-01-21,TQQQ,SELL,23.842941910682466,0.02384294191068247,17.813458920784132
2022-08-17,TQQQ,BUY,22.705325544065513,0.022705325544065513,0.0
2022-08-23,TQQQ,SELL,19.801531251938535,0.019801531251938537,0.03569009689118072
2023-01-27,TQQQ,BUY,16.204986256229844,0.016204986256229844,0.0
2023-10-30,TQQQ,SELL,22.065336308135155,0.022065336308135158,5.180166023760332
2023-11-02,TQQQ,BUY,23.370556373150233,0.023370556373150234,0.0
2024-08-08,TQQQ,SELL,33.844155896170214,0.033844155896170215,14.433501205444895
2024-08-13,TQQQ,BUY,36.34966188496015,0.03634966188496015,0.0
2025-03-10,TQQQ,SELL,35.92679682791054,0.03592679682791054,3.6069388624661785
2025-05-14,TQQQ,BUY,37.530292987001616,0.03753029298700162,0.0
