date,trigger,portfolio_value
2011-08-05,TQQQ_STOP (-21.1%),1.2151488821603749
2020-03-12,QQQ_CRASH (-9.2%),6.747561360090774
2020-03-16,QQQ_CRASH (-12.0%),6.73973626105506
