date,action,ticker,shares,price,fee,cash_delta,note,stop_price,checkpoint
2005-03-17,BUY,BIL,0.034208219610635526,41.55781867261169,0.0,-1.4216189876916705,,,
2005-05-20,BUY,TQQQ,0.023684043356214563,60.239083840874336,0.0,-1.426705073425912,,,
2005-05-20,SELL,BIL,0.034208219610635526,41.706498896023845,0.0,1.426705073425912,,,
2005-06-24,SELL,TQQQ,0.023684043356214563,59.5898403308414,0.0,1.4113283619855508,,,
2005-06-24,BUY,BIL,0.03377513864383973,41.78601239414791,0.0,-1.4113283619855508,,,
2005-07-12,SELL,BIL,0.03377513864383973,41.822506725817085,0.0,1.4125609630973917,,,
2005-07-12,BUY,TQQQ,0.022451279497204688,62.916724335166,0.0,-1.4125609630973917,,,
2005-07-21,SELL_TAKE_PROFIT,TQQQ,0.002245127949720469,69.67628849554305,0.0,0.15643218273413045,,,+10%
2005-07-21,BUY,SPLG,0.010813373185595698,14.466548046497737,0.0,-0.15643218273413045,,,
2005-10-12,SELL,TQQQ,0.02020615154748422,61.288640606203415,0.0,1.2384075602282414,,,
2005-10-12,SELL,SPLG,0.010813373185595698,13.863133975639348,0.0,0.14990724120049922,,,
2005-10-12,BUY,BIL,0.03302460068476264,42.03880660604933,0.0,-1.3883148014287405,,,
2005-10-21,BUY,TQQQ,0.022092025743696127,62.87727016114501,0.0,-1.389086271093352,,,
2005-10-21,SELL,BIL,0.03302460068476264,42.06216706003257,0.0,1.389086271093352,,,
2005-10-28,SELL,TQQQ,0.022092025743696127,61.35892252347966,0.0,1.3555428959941689,,,
2005-10-28,BUY,BIL,0.032214343789364296,42.07886104579622,0.0,-1.3555428959941689,,,
2006-03-10,SELL,BIL,0.032214343789364296,42.380488327718005,0.0,1.3652596209502486,,,
2006-03-10,BUY,TQQQ,0.01875120274875134,72.80917598958618,0.0,-1.3652596209502486,,,
2006-03-30,SELL_TAKE_PROFIT,TQQQ,0.001875120274875134,80.54005686878186,0.0,0.15102229357424918,,,+10%
2006-03-30,BUY,SPLG,0.009910088114412893,15.23924831249558,0.0,-0.15102229357424918,,,
2006-05-12,SELL,TQQQ,0.016876082473876206,73.3273597238245,0.0,1.2374785702908506,,,
2006-05-12,SELL,SPLG,0.009910088114412893,15.27536998583536,0.0,0.15138026253988643,,,
2006-05-12,BUY,BIL,0.03265695027054434,42.52873649636074,0.0,-1.388858832830737,,,
2006-09-28,SELL,BIL,0.03265695027054434,42.85398954409323,0.0,1.3994806054358797,,,
2006-09-28,BUY,TQQQ,0.019870668203405904,70.42946875817712,0.0,-1.3994806054358797,,,
2006-10-03,SELL,TQQQ,0.019870668203405904,67.40110489123427,0.0,1.339304991836675,,,
2006-10-03,BUY,BIL,0.031245309352763363,42.86419368474666,0.0,-1.339304991836675,,,
2007-03-06,BUY,TQQQ,0.017796362166326504,75.88095059399575,0.0,-1.3504048782958766,,,
2007-03-06,SELL,BIL,0.031245309352763363,43.21944337467235,0.0,1.3504048782958766,,,
2007-03-21,SELL_TAKE_PROFIT,TQQQ,0.0017796362166326504,83.69833849621342,0.0,0.1489525944598402,,,+10%
2007-03-21,BUY,SPLG,0.009015396854122974,16.522023031267928,0.0,-0.1489525944598402,,,
2007-04-25,SELL_TAKE_PROFIT,TQQQ,0.0016016725949693856,96.02388313438551,0.0,0.15379882207888826,,,+25%
2007-04-25,BUY,SPLG,0.008830528645367172,17.416717419242723,0.0,-0.15379882207888826,,,
2007-07-06,SELL_TAKE_PROFIT,TQQQ,0.001441505335472447,114.81197801922023,0.0,0.16550207889085128,,,+50%
2007-07-06,BUY,SPLG,0.0092758340912036,17.84228536901055,0.0,-0.16550207889085128,,,
2007-08-17,SELL,TQQQ,0.012973548019252022,92.25310758429744,0.0,1.1968501211701057,,,
2007-08-17,SELL,SPLG,0.027121759590693746,17.034707957914044,0.0,0.4620112539322223,,,
2007-08-17,BUY,BIL,0.03803358683056148,43.615696371012994,0.0,-1.658861375102328,,,
2007-08-21,BUY,TQQQ,0.01678497873524632,98.84580272935472,0.0,-1.6591246968805717,,,
2007-08-21,SELL,BIL,0.03803358683056148,43.62261977214833,0.0,1.6591246968805717,,,
2007-08-27,SELL_TAKE_PROFIT,TQQQ,0.0016784978735246321,109.66035151917148,0.0,0.184064666834893,,,+10%
2007-08-27,BUY,SPLG,0.010631179077751404,17.313664410008645,0.0,-0.184064666834893,,,
2007-09-24,SELL_TAKE_PROFIT,TQQQ,0.001510648086172169,123.95752569454044,0.0,0.18725619895709497,,,+25%
2007-09-24,BUY,SPLG,0.01049150949561326,17.84835623847942,0.0,-0.18725619895709497,,,
2007-10-19,SELL_TAKE_PROFIT,TQQQ,0.001359583277554952,150.06757844525595,0.0,0.20402937015733597,,,+50%
2007-10-19,BUY,SPLG,0.011381427357229117,17.92651868289113,0.0,-0.20402937015733597,,,
2008-01-07,SELL,TQQQ,0.012236249497994567,104.40491633092454,0.0,1.27752460504244,,,
2008-01-07,SELL,SPLG,0.03250411593059378,16.60322091041407,0.0,0.5396730172933578,,,
2008-01-07,BUY,BIL,0.041344343818275744,43.95275035257733,0.0,-1.8171976223357977,,,
2008-05-19,BUY,TQQQ,0.017099131714266098,107.05304269566456,0.0,-1.8305140774661204,,,
2008-05-19,SELL,BIL,0.041344343818275744,44.27483685584495,0.0,1.8305140774661204,,,
2008-05-20,BUY,BIL,0.04044118457258557,44.278350731785885,0.0,-1.7906689545138323,,,
2008-05-20,SELL,TQQQ,0.017099131714266098,104.7228002238176,0.0,1.7906689545138323,,,
2009-06-09,SELL,BIL,0.04044118457258557,45.21942595534509,0.0,1.8287271513264771,,,
2009-06-09,BUY,TQQQ,0.0752374489948138,24.30607597358243,0.0,-1.8287271513264771,,,
2009-06-15,SELL_STOP,TQQQ,0.0752374489948138,23.090772174903304,0.0,1.737290793760153,,23.090772174903304,
2009-06-16,BUY,TQQQ,0.0763233043401306,22.76225864144996,0.0,-1.737290793760153,,,
2009-06-17,SELL,TQQQ,0.0763233043401306,22.0951357709197,0.0,1.6863737718804104,,,
2009-06-17,BUY,BIL,0.037275372788535266,45.24096328820851,0.0,-1.6863737718804104,,,
2009-06-19,SELL,BIL,0.037275372788535266,45.24814467845685,0.0,1.6866414608790574,,,
2009-06-19,BUY,TQQQ,0.07467121924935102,22.58757092537653,0.0,-1.6866414608790574,,,
2009-06-22,SELL_STOP,TQQQ,0.07467121924935102,21.4581923791077,0.0,1.6023093878351042,,21.4581923791077,
2009-06-23,BUY,TQQQ,0.07550138296610816,21.222252161319552,0.0,-1.6023093878351042,,,
2009-06-26,BUY,SPLG,0.01647149395110893,10.746121932716123,0.0,-0.17700468241261264,,,
2009-06-26,SELL_TAKE_PROFIT,TQQQ,0.007550138296610816,23.443899364342546,0.0,0.17700468241261264,,,+10%
2009-07-07,SELL_STOP,TQQQ,0.06795124466949734,20.161139553253577,0.0,1.3699745265990142,,20.161139553253577,
2009-07-07,SELL_STOP_COMPANION,SPLG,0.01647149395110893,10.311796753739452,0.0,0.1698506978542841,,,
2009-07-08,BUY,TQQQ,0.07658464656847166,20.1061869897982,0.0,-1.5398252244532984,,,
2009-07-15,SELL_TAKE_PROFIT,TQQQ,0.007658464656847167,22.22009785609998,0.0,0.1701718341026272,,,+10%
2009-07-15,BUY,SPLG,0.015829234528954395,10.750477781560038,0.0,-0.1701718341026272,,,
2009-07-17,SELL_TAKE_PROFIT,TQQQ,0.00689261819116245,25.345440808222797,0.0,0.17469644637778756,,,+25%
2009-07-17,BUY,SPLG,0.015860282177793353,11.01471237519263,0.0,-0.17469644637778756,,,
2009-08-04,SELL_TAKE_PROFIT,TQQQ,0.006203356372046206,31.07923306910537,0.0,0.19279555849754396,,,+50%
2009-08-04,BUY,SPLG,0.016466088913039925,11.708643109831876,0.0,-0.19279555849754396,,,
2009-11-17,SELL_TAKE_PROFIT,TQQQ,0.027915103674207922,41.37416585872263,0.0,1.154964129380116,,,+100%
2009-11-17,BUY,SPLG,0.08891184865983698,12.98999117427904,0.0,-1.154964129380116,,,
2012-03-16,BUY,SPLG,0.0005539742022620227,16.46147918701172,0.0,-0.009119234800677707,,,
2012-03-27,SELL_TAKE_PROFIT,TQQQ,0.013957551837103961,61.4150390625,0.0,0.8572035912926084,,,+200%
2012-03-27,BUY,SPLG,0.051607679698602076,16.610000610351562,0.0,-0.8572035912926084,,,
2012-05-14,SELL,TQQQ,0.027915103674207922,24.72499179840088,0.0,0.6902007093963011,,,
2012-05-14,SELL,SPLG,0.18922910818048874,15.755000114440918,0.0,2.981304621039153,,,
2012-05-14,BUY,BIL,0.08012888159949473,45.81999969482422,0.0,-3.6715053304354544,,,
2013-02-12,SELL,BIL,0.08012888159949473,45.81000137329102,0.0,3.6707041761131274,,,
2013-02-12,BUY,TQQQ,0.12605433609554864,29.120015144348145,0.0,-3.6707041761131274,,,
2013-02-21,SELL_STOP,TQQQ,0.12605433609554864,27.664014387130734,0.0,3.4871689673074706,,27.664014387130734,
2013-02-22,BUY,BIL,0.07613906168989006,45.79999923706055,0.0,-3.4871689673074706,,,
2013-02-28,SELL,BIL,0.07613906168989006,45.81000137329102,0.0,3.4879305205749533,,,
2013-02-28,BUY,TQQQ,0.12397119411320591,28.135007858276367,0.0,-3.4879305205749533,,,
2013-04-11,BUY,SPLG,0.020962642736498865,18.69388008117676,0.0,-0.39187312950066083,,,
2013-04-11,SELL_TAKE_PROFIT,TQQQ,0.012397119411320592,31.61001491546631,0.0,0.39187312950066083,,,+10%
2013-05-09,SELL_TAKE_PROFIT,TQQQ,0.011157407470188533,35.15500831604004,0.0,0.3922387523999251,,,+25%
2013-05-09,BUY,SPLG,0.020506074562593728,19.1279296875,0.0,-0.3922387523999251,,,
2013-06-21,BUY,SPLG,0.0002040381808279964,18.75275039672852,0.0,-0.0038262770764699748,,,
2013-09-10,SELL_TAKE_PROFIT,TQQQ,0.01004166672316968,43.68998336791992,0.0,0.43872025212147825,,,+50%
2013-09-10,BUY,SPLG,0.022051807222532794,19.89497947692871,0.0,-0.43872025212147825,,,
2013-09-20,BUY,SPLG,0.0002960240582716581,20.26749992370605,0.0,-0.005999667578435986,,,
2013-12-02,SELL_TAKE_PROFIT,TQQQ,0.04518750025426355,57.3300018310547,0.0,2.5905994723177144,,,+100%
2013-12-02,BUY,SPLG,0.12168151061131818,21.290000915527344,0.0,-2.5905994723177144,,,
2013-12-20,BUY,SPLG,0.0009778005510957509,21.37548065185547,0.0,-0.020900956761320838,,,
2014-01-27,BUY,BIL,0.14421012136329917,45.77000045776367,0.0,-6.600497320812357,,,
2014-01-27,SELL,TQQQ,0.0903750005085271,29.60500717163086,0.0,2.6755525381910874,,,
2014-01-27,SELL,SPLG,0.186679897923139,21.02499961853028,0.0,3.924944782621269,,,
2014-07-25,SELL,BIL,0.14421012136329917,45.75,0.0,6.597613052370937,,,
2014-07-25,BUY,TQQQ,0.16246280097613686,40.60999202728272,0.0,-6.597613052370937,,,
2014-07-28,SELL,TQQQ,0.16246280097613686,40.81000900268555,0.0,6.6301083704376556,,,
2014-07-28,BUY,BIL,0.14492040153962088,45.75,0.0,-6.6301083704376556,,,
2014-08-18,SELL,BIL,0.14492040153962088,45.75,0.0,6.6301083704376556,,,
2014-08-18,BUY,TQQQ,0.15782211688235764,42.01000785827637,0.0,-6.6301083704376556,,,
2014-10-02,SELL_STOP,TQQQ,0.15782211688235764,39.909507465362545,0.0,6.298602951915773,,39.909507465362545,
2014-10-03,BUY,TQQQ,0.15039644065673988,41.88000011444092,0.0,-6.298602951915773,,,
2014-10-08,SELL_STOP,TQQQ,0.15039644065673988,39.78600010871887,0.0,5.983672804319984,,39.78600010871887,
2014-10-09,SELL_STOP,TQQQ,0.1407923265524751,40.37499275207519,0.0,5.684489164103985,,40.37499275207519,
2014-10-09,BUY,TQQQ,0.1407923265524751,42.49999237060546,0.0,-5.983672804319984,,,
2014-10-10,BUY,TQQQ,0.14271881496254032,39.82999134063721,0.0,-5.684489164103985,,,
2014-10-10,SELL_STOP,TQQQ,0.14271881496254032,37.83849177360535,0.0,5.400264705898786,,37.83849177360535,
2014-10-13,BUY,BIL,0.11803857280653084,45.75,0.0,-5.400264705898786,,,
2015-06-30,SELL,BIL,0.11803857280653084,45.70999908447266,0.0,5.395543054918984,,,
2015-06-30,BUY,TQQQ,0.10051308586259934,53.680006027221694,0.0,-5.395543054918984,,,
2015-07-17,SELL_TAKE_PROFIT,TQQQ,0.010051308586259935,61.82500648498535,0.0,0.6214222185281094,,,+10%
2015-07-17,BUY,SPLG,0.02482215681089429,25.03498077392578,0.0,-0.6214222185281094,,,
2015-08-21,SELL,SPLG,0.02482215681089429,23.809999465942383,0.0,0.5910155404109312,,,
2015-08-21,SELL,TQQQ,0.0904617772763394,50.25,0.0,4.545704308136055,,,
2015-08-21,BUY,BIL,0.1123762842141883,45.70999908447266,0.0,-5.136719848546987,,,
2015-11-16,SELL,BIL,0.1123762842141883,45.68999862670898,0.0,5.134472271420921,,,
2015-11-16,BUY,TQQQ,0.0948281744303347,54.1450080871582,0.0,-5.134472271420921,,,
2015-11-19,BUY,SPLG,0.023296427919331883,24.479999542236328,0.0,-0.5702965448009861,,,
2015-11-19,SELL_TAKE_PROFIT,TQQQ,0.00948281744303347,60.13998985290529,0.0,0.5702965448009861,,,+10%
2015-12-18,BUY,TQQQ,5.751446566758528e-05,56.90999794006348,0.0,-0.00327314812266613,,,
2015-12-21,SELL,TQQQ,0.0854028714529688,55.71499443054199,0.0,4.758220507354451,,,
2015-12-21,SELL,SPLG,0.023296427919331883,23.575000762939453,0.0,0.5492133059720131,,,
2015-12-21,BUY,BIL,0.11618725433163152,45.68000030517578,0.0,-5.307433813326464,,,
2015-12-23,SELL,BIL,0.11618725433163152,45.68999862670898,0.0,5.308595490853331,,,
2015-12-23,BUY,TQQQ,0.09162228024947981,57.94000625610352,0.0,-5.308595490853331,,,
2016-01-04,SELL_STOP,TQQQ,0.09162228024947981,53.310001373291016,0.0,4.884383885923823,,55.04300594329835,
2016-01-05,BUY,BIL,0.10692609135929443,45.68000030517578,0.0,-4.884383885923823,,,
2016-04-05,SELL,BIL,0.10692609135929443,45.70000076293945,0.0,4.886522456697889,,,
2016-04-05,BUY,TQQQ,0.09571093682943597,51.055006027221694,0.0,-4.886522456697889,,,
2016-04-06,BUY,BIL,0.10683427281715435,45.68999862670898,0.0,-4.881257778301235,,,
2016-04-06,SELL,TQQQ,0.09571093682943597,51.0,0.0,4.881257778301235,,,
2016-04-15,SELL,BIL,0.10683427281715435,45.70000076293945,0.0,4.882326349252035,,,
2016-04-15,BUY,TQQQ,0.0914978886903372,53.359989166259766,0.0,-4.882326349252035,,,
2016-04-22,SELL_STOP,TQQQ,0.0914978886903372,50.691989707946775,0.0,4.638210031789433,,50.691989707946775,
2016-04-25,BUY,BIL,0.10151477722037132,45.68999862670898,0.0,-4.638210031789433,,,
2016-05-27,SELL,BIL,0.10151477722037132,45.70000076293945,0.0,4.639225396420598,,,
2016-05-27,BUY,TQQQ,0.09051264549840998,51.25499725341797,0.0,-4.639225396420598,,,
2016-06-14,SELL,TQQQ,0.09051264549840998,48.58999443054199,0.0,4.398008940661363,,,
2016-06-14,BUY,BIL,0.09623651788268549,45.70000076293945,0.0,-4.398008940661363,,,
2016-12-01,BUY,SPLG,0.00015590691941145984,25.92530059814453,0.0,-0.004041933751072791,,,
2016-12-16,BUY,SPLG,8.833011779749256e-07,26.690000534057617,0.0,-2.3575308911884486e-05,,,
2016-12-28,BUY,SPLG,6.518371673215841e-05,26.575000762939453,0.0,-0.0017322573218883388,,,
2017-01-13,SELL,SPLG,0.00022197393732159316,26.63775062561035,0.0,0.005912886387757461,,,
2017-01-13,BUY,BIL,0.00012935651949654104,45.70999908447266,0.0,-0.005912886387757461,,,
2017-02-01,BUY,BIL,5.482522303344435e-05,45.70000076293945,0.0,-0.0025055127344567325,,,
2017-03-01,BUY,BIL,5.063669042390465e-05,45.70000076293945,0.0,-0.0023140967910051714,,,
2017-04-03,BUY,BIL,5.9120102823966054e-05,45.68999862670898,0.0,-0.0027011974168379025,,,
2017-05-01,BUY,BIL,7.17855518503698e-05,45.72000122070312,0.0,-0.003282035518227754,,,
2017-06-01,BUY,BIL,0.00011414706738095492,45.70000076293945,0.0,-0.005216521066396941,,,
2017-06-05,SELL,BIL,0.09671638903769468,45.70000076293945,0.0,4.4199390528113955,,,
2017-06-05,BUY,TQQQ,0.07958118983670845,55.53999710083008,0.0,-4.4199390528113955,,,
2017-06-09,SELL_STOP,TQQQ,0.07958118983670845,52.76299724578857,0.0,4.198942100170825,,52.76299724578857,
2017-06-12,BUY,BIL,0.09184037594184147,45.72000122070312,0.0,-4.198942100170825,,,
2017-07-03,BUY,BIL,0.00010045983130749935,45.70999908447266,0.0,-0.0045920187970920736,,,
2017-07-14,SELL,BIL,0.09194083577314897,45.70999908447266,0.0,4.202615519016291,,,
2017-07-14,BUY,TQQQ,0.07901881567985938,53.18499755859375,0.0,-4.202615519016291,,,
2017-10-06,SELL_TAKE_PROFIT,TQQQ,0.007901881567985939,58.899993896484375,0.0,0.4654207761251142,,,+10%
2017-10-06,BUY,SPLG,0.015633885420506866,29.770000457763672,0.0,-0.4654207761251142,,,
2017-11-07,SELL_TAKE_PROFIT,TQQQ,0.007111693411187345,66.88500022888184,0.0,0.475665615435003,,,+25%
2017-11-07,BUY,SPLG,0.01562120208594324,30.450000762939453,0.0,-0.475665615435003,,,
2017-12-15,BUY,SPLG,0.0001574838193641138,31.09000015258789,0.0,-0.004896171968060422,,,
2018-01-16,SELL_TAKE_PROFIT,TQQQ,0.00640052407006861,83.04000091552734,0.0,0.5314995246383521,,,+50%
2018-01-16,BUY,SPLG,0.0162438723963755,32.720001220703125,0.0,-0.5314995246383521,,,
2018-03-16,BUY,SPLG,0.00020482228247293023,32.27000045776367,0.0,-0.006609615149161659,,,
2018-04-03,BUY,BIL,0.05833536183220406,91.44000244140624,0.0,-5.334185628357055,,,
2018-04-03,SELL,SPLG,0.047861266004662645,30.36000061035156,0.0,1.4530680651137562,,,
2018-04-03,SELL,TQQQ,0.05760471663061749,67.37499618530275,0.0,3.8811175632432993,,,
2018-04-09,SELL,BIL,0.05833536183220406,91.47000122070312,0.0,5.335935618001864,,,
2018-04-09,BUY,TQQQ,0.07793100582439072,68.46999549865724,0.0,-5.335935618001864,,,
2018-04-18,SELL_TAKE_PROFIT,TQQQ,0.0077931005824390725,79.19999885559082,0.0,0.6172135572106787,,,+10%
2018-04-18,BUY,SPLG,0.019390938067549168,31.82999992370605,0.0,-0.6172135572106787,,,
2018-05-25,SELL,TQQQ,0.21041371572585496,27.71500015258789,0.0,5.831616163448655,,,
2018-05-25,SELL,SPLG,0.019390938067549168,32.08000183105469,0.0,0.6220613287128454,,,
2018-05-25,BUY,BIL,0.0704934710762698,91.5500030517578,0.0,-6.4536774921615,,,
2018-06-01,BUY,BIL,9.712605414997471e-05,91.4499969482422,0.0,-0.008882177355609994,,,
2018-07-02,BUY,BIL,9.80317784005747e-05,91.4499969482422,0.0,-0.008965005835563311,,,
2018-08-01,BUY,BIL,0.00010436313044507819,91.44000244140624,0.0,-0.009542964902690748,,,
2018-09-04,BUY,BIL,0.00010682813808017751,91.4499969482422,0.0,-0.00976943290141863,,,
2018-10-01,BUY,BIL,0.00011320399682322305,91.44000244140624,0.0,-0.01035137374589246,,,
2018-11-01,BUY,BIL,0.00011646570886456228,91.45999908447266,0.0,-0.010651953626125326,,,
2018-12-03,BUY,BIL,0.00012211405450299358,91.4499969482422,0.0,-0.011167329911636244,,,
2018-12-19,BUY,BIL,0.0001247429336485706,91.38999938964844,0.0,-0.011400256630005823,,,
2019-02-01,BUY,BIL,0.0001396934858718053,91.45999908447266,0.0,-0.012776366089942108,,,
2019-03-01,BUY,BIL,0.00013294398323031702,91.4499969482422,0.0,-0.012157726860699653,,,
2019-03-20,SELL,BIL,0.07164898434028709,91.54000091552734,0.0,6.558748092106485,,,
2019-03-20,BUY,TQQQ,0.23278609652912802,28.174999237060547,0.0,-6.558748092106485,,,
2019-03-26,SELL,TQQQ,0.23278609652912802,28.34499931335449,0.0,6.598321746276605,,,
2019-03-26,BUY,BIL,0.07205768011648864,91.56999969482422,0.0,-6.598321746276605,,,
2019-04-01,BUY,TQQQ,0.22644651640218888,29.14999961853028,0.0,-6.600915866741317,,,
2019-04-01,SELL,BIL,0.07205768011648864,91.43000030517578,0.0,6.588233715040815,,,
2019-04-23,SELL_TAKE_PROFIT,TQQQ,0.02264465164021889,32.505001068115234,0.0,0.7360644257524124,,,+10%
2019-04-23,BUY,SPLG,0.021528647420810485,34.189998626708984,0.0,-0.7360644257524124,,,
2019-05-13,SELL_STOP,TQQQ,0.20380186476197,27.692499637603767,0.0,5.6437830660638255,,27.692499637603767,
