Experiment,Period,CAGR,ΔCAGR,MDD,ΔMDD
E00_V0_Base_OFF10_CASH,P1_2010_2014,0.273324550011554,0.0,-0.4646067216161615,0.0
E00_V0_Base_OFF10_CASH,P2_2015_2019,0.1935628297890625,0.0,-0.5617838276628656,0.0
E00_V0_Base_OFF10_CASH,P3_2020_2025,0.4395204076434915,0.0,-0.4913033854162183,0.0
E03_Ensemble_SGOV,P1_2010_2014,0.2786325908510187,0.005308040839464734,-0.4625023135857692,0.002104408030392302
E03_Ensemble_SGOV,P2_2015_2019,0.2052955493055854,0.01173271951652291,-0.5441707031985125,0.017613124464353147
E03_Ensemble_SGOV,P3_2020_2025,0.483340890519339,0.0438204828758475,-0.4813654302656495,0.009937955150568833
E02_V4_Ensemble_160_165_170,P1_2010_2014,0.2786325908510187,0.005308040839464734,-0.4625023135857692,0.002104408030392302
E02_V4_Ensemble_160_165_170,P2_2015_2019,0.2052955493055854,0.01173271951652291,-0.5441707031985125,0.017613124464353147
E02_V4_Ensemble_160_165_170,P3_2020_2025,0.4769240772136434,0.0374036695701519,-0.4850173659421677,0.006286019474050608
