Baseline,Candidate,P_positive,Median_ΔCAGR,Q5_ΔCAGR,Q95_ΔCAGR,Mean_ΔCAGR,Std_ΔCAGR,N_samples,Block_len,Seed
E00_V0_Base_OFF10_CASH,E03_Ensemble_SGOV,0.9826,0.018866312805498553,0.003495196708565973,0.04031710758812715,0.01990790724616603,0.01149944180930249,5000,10,42
