date,ic_spearman,eligible_count
2017-03-31,-0.05716609067204942,806
2017-06-30,0.01951553145990821,805
2017-09-29,-0.02768127392475105,826
2017-12-29,-0.007155820476961041,654
2018-03-29,-0.027106988544838923,898
2018-06-29,-0.08562315891808836,894
2018-09-28,-0.11221813427897298,873
2018-12-31,0.2551216032069034,890
2019-03-29,0.009364314563974204,923
2019-06-28,-0.008014790392781626,1111
2019-09-30,0.12084339279014158,865
2019-12-31,-0.13217888419168142,732
2020-03-31,0.21596627679795155,1140
2020-06-30,-0.0765212763801271,1033
2020-09-30,0.12407151492627878,983
2020-12-31,0.2625396072635594,801
2021-03-31,-0.057054867932082094,1130
2021-06-30,-0.1877612383059706,1013
2021-09-30,0.04171248375637924,1065
2021-12-31,-0.2599947718926872,758
2022-03-31,-0.14047379552988123,1159
2022-06-30,0.14889672528709527,1191
2022-09-30,0.09972325561315448,1196
2022-12-30,0.286909768569862,872
2023-03-31,-0.15646611027017482,1135
2023-06-30,0.03722570077798185,1083
2023-09-29,-0.015911417220885946,1108
2023-12-29,-0.2020679435684435,917
2024-03-28,-0.08896186377453473,1079
2024-06-28,-0.08237634755446048,1096
2024-09-30,0.09934974047396938,572
2024-10-01,0.08643837698563778,462
