year,return
2011,-0.45410048771473654
2012,0.2911759756544483
2013,1.240457597249383
2014,0.26613549325101804
2015,-0.07580482646543352
2016,-0.013635493366918272
2017,1.1806179113145214
2018,-0.2351992508571079
2019,0.7783449764501529
2020,1.1437615083110004
2021,0.8298129593801771
2022,-0.48119857720303005
2023,1.0164840352399285
2024,0.35813838849572655
2025,0.3378285941131176
