name,cost_bps,tax_mode,tax_rate,CAGR,MDD,Sharpe,Sortino,Calmar,WorstYear,WorstMonth,MaxTUW,MedianTUW,TradesPerYear,AnnualTurnover,FinalValue,NumDays
V0_Base_OFF10_CASH,2,Tax0,0.2,0.37076043925158575,-0.4868304053791257,0.929412796568235,0.9974820730346157,0.7615802857729297,-0.3479628576348551,-0.33417831543317245,568,3.0,3.2162162162162162,2.8945945945945946,148.53166681747402,3996
V0_Base_OFF10_CASH,2,Tax0,0.25,0.37076043925158575,-0.4868304053791257,0.929412796568235,0.9974820730346157,0.7615802857729297,-0.3479628576348551,-0.33417831543317245,568,3.0,3.2162162162162162,2.8945945945945946,148.53166681747402,3996
V0_Base_OFF10_CASH,2,TaxB,0.0,0.37076043925158575,-0.4868304053791257,0.929412796568235,0.9974820730346157,0.7615802857729297,-0.3479628576348551,-0.33417831543317245,568,3.0,3.2162162162162162,2.8945945945945946,148.53166681747402,3996
V0_Base_OFF10_CASH,2,TaxB,0.1,0.33723998987952286,-0.48978789443273696,0.874388956188001,0.9072145598224163,0.6885429258518277,-0.3479628576348559,-0.3342526257942512,594,3.0,3.2162162162162162,2.8945945945945946,100.30435317181778,3996
V0_Base_OFF10_CASH,2,TaxB,0.2,0.3045295005447761,-0.49272848642649825,0.8193276753630419,0.8187760555761322,0.6180472794527655,-0.3479628576348551,-0.33432692822320664,600,3.0,3.2162162162162162,2.8945945945945946,67.7281260678178,3996
V0_Base_OFF10_CASH,2,TaxB,0.25,0.28847193022750095,-0.49419247595179916,0.7917842755020505,0.7754267959769793,0.5837238409425661,-0.34796285763485557,-0.33436407646339017,601,3.0,3.2162162162162162,2.8945945945945946,55.6511820589429,3996
V0_Base_OFF10_CASH,5,Tax0,0.0,0.36956752060771225,-0.48823889061441705,0.9274673269745533,0.9943897607743362,0.7569399482753933,-0.3484993624084264,-0.33471584691478296,569,3.0,3.2162162162162162,2.8945945945945946,146.49515072138777,3996
V0_Base_OFF10_CASH,5,Tax0,0.1,0.36956752060771225,-0.48823889061441705,0.9274673269745533,0.9943897607743362,0.7569399482753933,-0.3484993624084264,-0.33471584691478296,569,3.0,3.2162162162162162,2.8945945945945946,146.49515072138777,3996
V0_Base_OFF10_CASH,5,Tax0,0.2,0.36956752060771225,-0.48823889061441705,0.9274673269745533,0.9943897607743362,0.7569399482753933,-0.3484993624084264,-0.33471584691478296,569,3.0,3.2162162162162162,2.8945945945945946,146.49515072138777,3996
V0_Base_OFF10_CASH,5,Tax0,0.25,0.36956752060771225,-0.48823889061441705,0.9274673269745533,0.9943897607743362,0.7569399482753933,-0.3484993624084264,-0.33471584691478296,569,3.0,3.2162162162162162,2.8945945945945946,146.49515072138777,3996
V0_Base_OFF10_CASH,5,TaxB,0.0,0.36956752060771225,-0.48823889061441705,0.9274673269745533,0.9943897607743362,0.7569399482753933,-0.3484993624084264,-0.33471584691478296,569,3.0,3.2162162162162162,2.8945945945945946,146.49515072138777,3996
V0_Base_OFF10_CASH,5,TaxB,0.1,0.3361375397649706,-0.49117570651347386,0.8725463472608211,0.9043555727703042,0.6843529419461419,-0.3484993624084266,-0.3347817138021312,594,3.0,3.2162162162162162,2.8945945945945946,99.00107669250619,3996
V0_Base_OFF10_CASH,5,TaxB,0.2,0.3035138374177504,-0.4940958148982929,0.8175880189977986,0.8161415740129586,0.614281336263144,-0.3484993624084256,-0.3348475744524816,601,3.0,3.2162162162162162,2.8945945945945946,66.89678401672126,3996
V0_Base_OFF10_CASH,5,TaxB,0.25,0.2874983188977245,-0.49554963323695966,0.7900961259438108,0.7729008691826108,0.5801604917347398,-0.3484993624084268,-0.3348805024389597,601,3.0,3.2162162162162162,2.8945945945945946,54.98808997194033,3996
V0_Base_OFF10_CASH,10,Tax0,0.0,0.36758091227984746,-0.49057863741262964,0.9242226539377262,0.9891907556310391,0.7492803074722396,-0.34939288296589843,-0.33561108968940456,569,3.0,3.2162162162162162,2.8945945945945946,143.16162785121855,3996
V0_Base_OFF10_CASH,10,Tax0,0.1,0.36758091227984746,-0.49057863741262964,0.9242226539377262,0.9891907556310391,0.7492803074722396,-0.34939288296589843,-0.33561108968940456,569,3.0,3.2162162162162162,2.8945945945945946,143.16162785121855,3996
V0_Base_OFF10_CASH,10,Tax0,0.2,0.36758091227984746,-0.49057863741262964,0.9242226539377262,0.9891907556310391,0.7492803074722396,-0.34939288296589843,-0.33561108968940456,569,3.0,3.2162162162162162,2.8945945945945946,143.16162785121855,3996
V0_Base_OFF10_CASH,10,Tax0,0.25,0.36758091227984746,-0.49057863741262964,0.9242226539377262,0.9891907556310391,0.7492803074722396,-0.34939288296589843,-0.33561108968940456,569,3.0,3.2162162162162162,2.8945945945945946,143.16162785121855,3996
V0_Base_OFF10_CASH,10,TaxB,0.0,0.36758091227984746,-0.49057863741262964,0.9242226539377262,0.9891907556310391,0.7492803074722396,-0.34939288296589843,-0.33561108968940456,569,3.0,3.2162162162162162,2.8945945945945946,143.16162785121855,3996
V0_Base_OFF10_CASH,10,TaxB,0.1,0.3343014438729195,-0.4934811947433997,0.8694732415009546,0.8995507951465743,0.6774350217068545,-0.349392882965899,-0.33566291277466187,595,3.0,3.2162162162162162,2.8945945945945946,96.8656670361628,3996
V0_Base_OFF10_CASH,10,TaxB,0.2,0.3018221421857352,-0.4963673571286331,0.814686633294714,0.8117165158785368,0.6080620287597162,-0.34939288296589854,-0.33571473199382706,601,3.0,3.2162162162162162,2.8945945945945946,65.5332855673918,3996
V0_Base_OFF10_CASH,10,TaxB,0.25,0.2858765964760688,-0.49780431892335186,0.7872806510255129,0.7686592808892136,0.5742750426399693,-0.34939288296589943,-0.33574064015370997,601,3.0,3.2162162162162162,2.8945945945945946,53.90000106605917,3996
V0_Base_OFF10_CASH,15,Tax0,0.0,0.36559628977260883,-0.49290875409982315,0.9209752285031833,0.9839209667075158,0.7417119025209457,-0.35028558626597417,-0.3365055289915635,594,3.0,3.2162162162162162,2.8945945945945946,139.90250457101092,3996
V0_Base_OFF10_CASH,15,Tax0,0.1,0.36559628977260883,-0.49290875409982315,0.9209752285031833,0.9839209667075158,0.7417119025209457,-0.35028558626597417,-0.3365055289915635,594,3.0,3.2162162162162162,2.8945945945945946,139.90250457101092,3996
V0_Base_OFF10_CASH,15,Tax0,0.2,0.36559628977260883,-0.49290875409982315,0.9209752285031833,0.9839209667075158,0.7417119025209457,-0.35028558626597417,-0.3365055289915635,594,3.0,3.2162162162162162,2.8945945945945946,139.90250457101092,3996
