year,return
2011,-0.3190822034614973
2012,0.16358163596292785
2013,1.2111946141536856
2014,0.32339879017360396
2015,0.015572241545897203
2016,-0.14394025873409433
2017,1.1806179113145219
2018,-0.2879132255775635
2019,0.7770898940610302
2020,1.3284466421916328
2021,0.8298129593801764
2022,-0.4460723009460812
2023,1.1673905077373115
2024,0.4134489491087028
2025,0.31788630022541264
