date,state,equity,cash,TQQQ_shares,SPLG_shares,SGOV_shares,BIL_shares
2024-01-02,NO_SIGNAL,1.0,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-03,NO_SIGNAL,1.0000997321381908,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-04,NO_SIGNAL,1.0005982406824812,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-05,NO_SIGNAL,1.0006979728206722,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-08,NO_SIGNAL,1.0009970931619128,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-09,NO_SIGNAL,1.0010968253001036,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-10,NO_SIGNAL,1.0012962135031533,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-11,NO_SIGNAL,1.0018945302589666,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-12,NO_SIGNAL,1.0019941863238255,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-16,NO_SIGNAL,1.0020939184620163,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-17,NO_SIGNAL,1.0021936506002072,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-18,NO_SIGNAL,1.0025925030796385,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-19,NO_SIGNAL,1.0028916234208793,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-22,NO_SIGNAL,1.002991279485738,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-23,NO_SIGNAL,1.00319074376212,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-24,NO_SIGNAL,1.0032904759003107,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-25,NO_SIGNAL,1.003788984444601,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-26,NO_SIGNAL,1.003788984444601,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-29,NO_SIGNAL,1.0038887165827919,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-30,NO_SIGNAL,1.0041878369240327,0.0,0.0,0.0,0.009971083765791207,0.0
2024-01-31,NO_SIGNAL,1.0041878369240327,0.0,0.0,0.0,0.009971083765791207,0.0
2024-02-01,NO_SIGNAL,1.0047656892515997,0.0,0.0,0.0,0.010016605659517529,0.0
2024-02-02,NO_SIGNAL,1.004865876705973,0.0,0.0,0.0,0.010016605659517529,0.0
2024-02-05,NO_SIGNAL,1.0050661751940833,0.0,0.0,0.0,0.010016605659517529,0.0
2024-02-06,NO_SIGNAL,1.0051663626484568,0.0,0.0,0.0,0.010016605659517529,0.0
2024-02-07,NO_SIGNAL,1.0053667375572035,0.0,0.0,0.0,0.010016605659517529,0.0
2024-02-08,NO_SIGNAL,1.005667223499687,0.0,0.0,0.0,0.010016605659517529,0.0
