date,close,sma,upper,state
2024-01-02,24.065000534057617,,,NO_SIGNAL
2024-01-03,23.295000076293945,,,NO_SIGNAL
2024-01-04,22.905000686645508,,,NO_SIGNAL
2024-01-05,22.989999771118164,,,NO_SIGNAL
2024-01-08,24.375,,,NO_SIGNAL
2024-01-09,24.53499984741211,,,NO_SIGNAL
2024-01-10,25.020000457763672,,,NO_SIGNAL
2024-01-11,25.139999389648438,,,NO_SIGNAL
2024-01-12,25.170000076293945,,,NO_SIGNAL
2024-01-16,25.155000686645508,,,NO_SIGNAL
2024-01-17,24.719999313354492,,,NO_SIGNAL
2024-01-18,25.780000686645508,,,NO_SIGNAL
2024-01-19,27.270000457763672,,,NO_SIGNAL
2024-01-22,27.3799991607666,,,NO_SIGNAL
2024-01-23,27.704999923706055,,,NO_SIGNAL
2024-01-24,28.15999984741211,,,NO_SIGNAL
2024-01-25,28.239999771118164,,,NO_SIGNAL
2024-01-26,27.719999313354492,,,NO_SIGNAL
2024-01-29,28.53499984741211,,,NO_SIGNAL
2024-01-30,27.96500015258789,,,NO_SIGNAL
2024-01-31,26.31999969482422,,,NO_SIGNAL
2024-02-01,27.25,,,NO_SIGNAL
2024-02-02,28.6200008392334,,,NO_SIGNAL
2024-02-05,28.475000381469727,,,NO_SIGNAL
2024-02-06,28.309999465942383,,,NO_SIGNAL
2024-02-07,29.155000686645508,,,NO_SIGNAL
2024-02-08,29.274999618530273,,,NO_SIGNAL
2024-02-09,30.135000228881836,,,NO_SIGNAL
2024-02-12,29.780000686645508,,,NO_SIGNAL
2024-02-13,28.3700008392334,,,NO_SIGNAL
2024-02-14,29.270000457763672,,,NO_SIGNAL
2024-02-15,29.514999389648438,,,NO_SIGNAL
2024-02-16,28.704999923706055,,,NO_SIGNAL
2024-02-20,28.040000915527344,,,NO_SIGNAL
2024-02-21,27.690000534057617,,,NO_SIGNAL
2024-02-22,30.084999084472656,,,NO_SIGNAL
2024-02-23,29.809999465942383,,,NO_SIGNAL
2024-02-26,29.770000457763672,,,NO_SIGNAL
2024-02-27,29.954999923706055,,,NO_SIGNAL
2024-02-28,29.469999313354492,,,NO_SIGNAL
2024-02-29,30.18000030517578,,,NO_SIGNAL
2024-03-01,31.565000534057617,,,NO_SIGNAL
2024-03-04,31.190000534057617,,,NO_SIGNAL
2024-03-05,29.520000457763672,,,NO_SIGNAL
2024-03-06,30.065000534057617,,,NO_SIGNAL
2024-03-07,31.405000686645508,,,NO_SIGNAL
2024-03-08,30.030000686645508,,,NO_SIGNAL
2024-03-11,29.68000030517578,,,NO_SIGNAL
2024-03-12,30.940000534057617,,,NO_SIGNAL
2024-03-13,30.219999313354492,,,NO_SIGNAL
2024-03-14,29.975000381469727,,,NO_SIGNAL
2024-03-15,28.8799991607666,,,NO_SIGNAL
2024-03-18,29.69499969482422,,,NO_SIGNAL
2024-03-19,29.899999618530273,,,NO_SIGNAL
2024-03-20,30.850000381469727,,,NO_SIGNAL
2024-03-21,31.25,,,NO_SIGNAL
2024-03-22,31.315000534057617,,,NO_SIGNAL
2024-03-25,30.9950008392334,,,NO_SIGNAL
2024-03-26,30.704999923706055,,,NO_SIGNAL
2024-03-27,30.975000381469727,,,NO_SIGNAL
2024-03-28,30.780000686645508,,,NO_SIGNAL
