date,state,equity,cash,TQQQ_shares,SPLG_shares,SGOV_shares,BIL_shares
2012-02-10,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-13,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-14,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-15,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-16,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-17,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-21,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-22,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-23,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-24,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-27,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-28,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-02-29,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-01,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-02,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-05,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-06,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-07,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-08,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-09,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-12,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-13,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-14,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-15,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-16,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-19,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-20,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-21,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-22,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-23,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-26,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-27,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-28,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-29,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-03-30,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-02,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-03,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-04,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-05,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-09,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-10,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-11,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-12,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-13,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-16,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-17,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-18,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-19,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-20,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-23,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-24,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-25,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-26,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-27,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-04-30,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-01,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-02,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-03,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-04,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-07,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-08,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-09,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-10,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-11,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-14,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-15,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-16,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-17,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-18,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-21,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-22,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-23,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-24,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-25,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-29,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-30,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-05-31,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-01,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-04,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-05,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-06,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-07,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-08,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-11,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-12,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-13,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-14,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-15,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-18,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-19,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-20,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-21,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-22,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-25,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-26,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-27,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-28,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-06-29,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-02,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-03,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-05,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-06,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-09,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-10,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-11,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-12,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-13,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-16,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-17,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-18,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-19,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-20,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-23,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-24,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-25,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-26,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-27,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-30,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-07-31,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-01,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-02,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-03,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-06,NO_SIGNAL,1.0,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-07,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-08,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-09,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-10,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-13,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-14,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-15,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-16,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-17,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-20,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-21,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-22,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-23,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-24,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-27,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-28,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-29,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-30,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-08-31,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-04,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-05,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-06,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-07,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-10,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-11,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-12,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-13,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-14,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-17,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-18,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-19,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-20,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-21,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-24,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-25,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-26,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-27,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-09-28,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-01,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-02,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-03,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-04,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-05,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-08,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-09,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-10,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-11,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-12,NO_SIGNAL,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-15,NO_SIGNAL,0.9997817557095603,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-16,OVERHEAT,0.9995635946549293,0.0,0.0,0.0,0.0,0.010909883919341171
2012-10-17,OVERHEAT,0.9997098632454615,0.0,0.0,0.05853959297175779,0.0,0.0
2012-10-18,OVERHEAT,0.9975878521286169,0.0,0.0,0.05853959297175779,0.0,0.0
2012-10-19,FOCUS,0.9796601241120986,0.0,0.0,0.05853959297175779,0.0,0.0
2012-10-22,FOCUS,0.9803332945947851,0.0,0.0,0.05853959297175779,0.0,0.0
2012-10-23,DOWN,0.9680692873834205,0.0,0.0,0.05853959297175779,0.0,0.0
2012-10-24,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-10-25,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-10-26,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-10-31,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-01,FOCUS,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-02,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-05,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-06,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-07,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-08,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-09,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-12,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-13,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-14,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-15,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-16,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-19,DOWN,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-20,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-21,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-23,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-26,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-27,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-28,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-29,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-11-30,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-03,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-04,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-05,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-06,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-07,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-10,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-11,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-12,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-13,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-14,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-17,DOWN,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-18,FOCUS,0.9659929259500881,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-19,FOCUS,0.9657821379113108,0.0,0.0,0.0,0.0,0.010541171239457752
2012-12-20,FOCUS,0.9604126806206871,0.0,1.7182197785112927,0.0,0.0,0.0
2012-12-21,DOWN,0.9162046029627513,0.9162046029627513,0.0,0.0,0.0,0.0
2012-12-24,DOWN,0.9160046791680845,0.0,0.0,0.0,0.0,0.009997867842262828
2012-12-26,DOWN,0.9160046791680845,0.0,0.0,0.0,0.0,0.009997867842262828
2012-12-27,DOWN,0.9160046791680845,0.0,0.0,0.0,0.0,0.009997867842262828
2012-12-28,DOWN,0.9162046029627513,0.0,0.0,0.0,0.0,0.009997867842262828
2012-12-31,DOWN,0.9160046791680845,0.0,0.0,0.0,0.0,0.009997867842262828
2013-01-02,OVERHEAT,0.9160046791680845,0.0,0.0,0.0,0.0,0.009997867842262828
2013-01-03,FOCUS,0.9160046791680845,0.0,0.0,0.0,0.0,0.009997867842262828
2013-01-04,FOCUS,0.9063241013124863,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-07,FOCUS,0.907308722824415,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-08,FOCUS,0.9020565004069314,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-09,FOCUS,0.9112471149734542,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-10,OVERHEAT,0.927328389947318,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-11,OVERHEAT,0.9307737201509885,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-14,FOCUS,0.9187946905150173,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-15,FOCUS,0.9051741242328953,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-16,FOCUS,0.9153493603113468,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-17,OVERHEAT,0.9294613922613532,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-18,OVERHEAT,0.9242107661213541,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-22,OVERHEAT,0.9279853050815402,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-23,OVERHEAT,0.9430819585434752,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-24,FOCUS,0.9055034268880864,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-25,OVERHEAT,0.9189585437038706,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-28,OVERHEAT,0.9255230001123139,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-29,OVERHEAT,0.9255230001123139,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-30,OVERHEAT,0.9204362271611681,0.0,1.5753583619945262,0.0,0.0,0.0
2013-01-31,FOCUS,0.9145285919882714,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-01,OVERHEAT,0.9445581396219638,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-04,FOCUS,0.8964781678892259,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-05,OVERHEAT,0.9358620893796188,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-06,OVERHEAT,0.9271645367584648,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-07,OVERHEAT,0.9294613922613532,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-08,OVERHEAT,0.9576871463375259,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-11,OVERHEAT,0.9573578436823348,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-12,OVERHEAT,0.9461995823694391,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-13,OVERHEAT,0.9571940843921571,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-14,OVERHEAT,0.9552248413682997,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-15,OVERHEAT,0.9470203506925144,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-19,OVERHEAT,0.9676969329496397,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-20,OVERHEAT,0.923553850987132,0.0,1.5753583619945262,0.0,0.0,0.0
2013-02-21,FOCUS,0.8935243972521153,0.0,1.5753583619945262,0.0,0.0,0.0
