date,action,ticker,shares,price,fee,cash_delta,note,stop_price
2012-01-03,BUY,BIL,0.010909883919341171,91.66000366210938,0.0,-1.0,,
2012-10-17,SELL,BIL,0.010909883919341171,91.62000274658203,0.0,0.9995635946549293,start_overheat_alloc,
2012-10-17,BUY,SPLG,0.05853959297175779,17.075000762939453,0.0,-0.9995635946549293,,
2012-10-24,SELL,SPLG,0.05853959297175779,16.4979305267334,0.0,0.9657821379113107,,
2012-10-24,BUY,BIL,0.010541171239457752,91.62000274658203,0.0,-0.9657821379113107,,
2012-12-20,SELL,BIL,0.010541171239457752,91.62000274658203,0.0,0.9657821379113108,,
2012-12-20,BUY,TQQQ,1.7182197785112927,0.5620830059051514,0.0,-0.9657821379113108,,
2012-12-21,SELL_STOP,TQQQ,1.7182197785112927,0.5332289934158325,0.0,0.9162046029627513,,0.5339788556098938
2012-12-24,BUY,BIL,0.009997867842262828,91.63999938964844,0.0,-0.9162046029627513,,
2013-01-04,BUY,TQQQ,1.5753583619945262,0.5814579725265503,0.0,-0.9160046791680845,,
2013-01-04,SELL,BIL,0.009997867842262828,91.62000274658203,0.0,0.9160046791680845,,
2014-06-25,BUY,SPLG,3.416892696314542e-05,23.052499771118164,0.0,-0.0007876791809972631,,
2014-09-19,BUY,SPLG,1.531857756346763e-07,23.72998046875,0.0,-3.6350954639011883e-06,,
2014-10-16,SELL,TQQQ,3.1507167239890523,1.3691669702529907,0.0,4.313857271109519,,
2014-10-16,SELL,SPLG,3.43221127387801e-05,21.79503059387207,0.0,0.0007480514971880386,,
2014-10-16,BUY,BIL,0.04715415653122084,91.5,0.0,-4.314605322606707,,
2015-06-30,SELL,BIL,0.04715415653122084,91.41999816894531,0.0,4.31083290374237,,
2015-06-30,BUY,TQQQ,1.9273468344498932,2.2366669178009033,0.0,-4.31083290374237,,
2015-08-21,BUY,BIL,0.04414113449414018,91.41999816894531,0.0,-4.035382434629464,,
2015-08-21,SELL,TQQQ,1.9273468344498932,2.09375,0.0,4.035382434629464,,
2015-11-16,BUY,TQQQ,1.787917397967013,2.256042003631592,0.0,-4.033616748837282,,
2015-11-16,SELL,BIL,0.04414113449414018,91.37999725341797,0.0,4.033616748837282,,
2015-12-21,SELL,TQQQ,1.787917397967013,2.321458101272583,0.0,4.1505753279167195,,
2015-12-21,BUY,BIL,0.0454309905887461,91.36000061035156,0.0,-4.1505753279167195,,
2015-12-23,SELL,BIL,0.0454309905887461,91.37999725341797,0.0,4.151483795219676,,
2015-12-23,BUY,TQQQ,1.719634109890632,2.4141669273376465,0.0,-4.151483795219676,,
2016-01-04,SELL_STOP,TQQQ,1.719634109890632,2.221250057220459,0.0,3.8197373649928195,,2.293458580970764
2016-01-05,BUY,BIL,0.04180973445133738,91.36000061035156,0.0,-3.8197373649928195,,
2016-04-05,SELL,BIL,0.04180973445133738,91.4000015258789,0.0,3.8214097926488284,,
2016-04-05,BUY,TQQQ,1.7963730133470475,2.1272919178009033,0.0,-3.8214097926488284,,
2016-04-06,BUY,BIL,0.041773831999318584,91.37999725341797,0.0,-3.817292653362476,,
2016-04-06,SELL,TQQQ,1.7963730133470475,2.125,0.0,3.817292653362476,,
2016-04-15,SELL,BIL,0.041773831999318584,91.4000015258789,0.0,3.8181283084795274,,
2016-04-15,BUY,TQQQ,1.7172994379363695,2.2233328819274902,0.0,-3.8181283084795274,,
2016-04-22,SELL_STOP,TQQQ,1.7172994379363695,2.1121662378311155,0.0,3.627221893055551,,2.1121662378311155
2016-04-25,BUY,BIL,0.039693827993848824,91.37999725341797,0.0,-3.627221893055551,,
2016-05-27,SELL,BIL,0.039693827993848824,91.4000015258789,0.0,3.628015939205757,,
2016-05-27,BUY,TQQQ,1.6988076715803881,2.135624885559082,0.0,-3.628015939205757,,
2016-06-14,SELL,TQQQ,1.6988076715803881,2.024583101272583,0.0,3.439377304193878,,
2016-06-14,BUY,BIL,0.037629947995351576,91.4000015258789,0.0,-3.439377304193878,,
2016-12-01,BUY,SPLG,6.096198614252054e-05,25.92530059814453,0.0,-0.0015804578158047664,,
2016-12-16,BUY,SPLG,3.4538424833645604e-07,26.690000534057617,0.0,-9.2183057725551e-06,,
2016-12-28,BUY,SPLG,2.5487828578387893e-05,26.575000762939453,0.0,-0.0006773390639163283,,
2017-02-01,BUY,SPLG,3.652370075395072e-05,26.787500381469727,0.0,-0.000978378647879141,,
2017-03-01,BUY,SPLG,3.218527330995111e-05,28.059999465942383,0.0,-0.0009031187518884379,,
2017-03-17,BUY,SPLG,6.524611642268781e-07,27.837499618530273,0.0,-1.8162887410271538e-05,,
2017-04-03,BUY,SPLG,3.785640982809862e-05,27.832500457763672,0.0,-0.001053638543869844,,
2017-05-01,BUY,SPLG,4.5754787636871526e-05,27.962499618530273,0.0,-0.0012794182318419537,,
2017-06-01,BUY,SPLG,7.145554959996431e-05,28.4375,0.0,-0.002032017191748985,,
2017-06-16,BUY,SPLG,1.4728399004863187e-06,28.485000610351562,0.0,-4.195384546430292e-05,,
2017-07-03,BUY,SPLG,6.577512427467371e-05,28.604999542236328,0.0,-0.0018814973997675788,,
2017-08-01,BUY,SPLG,8.277424741498767e-05,29.094999313354492,0.0,-0.002408316671702501,,
2017-09-01,BUY,SPLG,8.536094264670602e-05,29.094999313354492,0.0,-0.002483576567693204,,
2017-09-15,BUY,SPLG,2.6251897822623785e-06,29.207500457763672,0.0,-7.667523176714494e-05,,
2017-10-02,BUY,SPLG,8.13452857688063e-05,29.60610008239746,0.0,-0.002408316671702501,,
2017-11-01,BUY,SPLG,8.541168439175816e-05,30.84000015258789,0.0,-0.0026340963596746107,,
2017-12-01,BUY,SPLG,3.995457808542131e-05,31.079999923706055,0.0,-0.001241788283846602,,
2017-12-15,BUY,SPLG,3.8089425893669142e-06,31.09000015258789,0.0,-0.00011842002568461587,,
2017-12-19,BUY,SPLG,4.893205944213244e-05,31.530000686645508,0.0,-0.0015428278678094147,,
2018-02-01,BUY,SPLG,4.916705473419674e-05,32.90999984741211,0.0,-0.0016180877638001176,,
2018-03-01,BUY,SPLG,4.6712223760899643e-05,31.81999969482422,0.0,-0.0014863829458163873,,
2018-03-16,BUY,SPLG,3.887717112573802e-06,32.27000045776367,0.0,-0.00012545663300241223,,
2018-03-29,BUY,TQQQ,0.2985497819756156,5.7683329582214355,0.0,-1.7221345470397673,,
2018-03-29,SELL,BIL,0.018814973997675788,91.52999877929688,0.0,1.7221345470397673,,
2018-04-02,SELL_STOP,TQQQ,0.2985497819756156,5.479916310310363,0.0,1.6360278196877789,,5.479916310310363
2018-04-02,SELL_STOP_COMPANION,SPLG,0.0009084512711665796,30.200000762939453,0.0,0.02743522908232402,,
2018-04-03,BUY,BIL,0.018191852628569555,91.44000244140625,0.0,-1.663463048770103,,
2018-04-09,SELL,BIL,0.018191852628569555,91.47000122070312,0.0,1.6640087821421086,,
2018-04-09,BUY,TQQQ,0.2916329297275461,5.7058329582214355,0.0,-1.6640087821421086,,
2018-10-11,SELL,TQQQ,0.8748987891826383,6.87624979019165,0.0,6.016022615556046,,
2018-10-11,BUY,BIL,0.06574888104432837,91.5,0.0,-6.016022615556046,,
2018-10-18,SELL_STOP,TQQQ,0.8015977174990534,7.132125163078308,0.0,5.717095251641135,,7.132125163078308
2018-10-18,BUY,TQQQ,0.8015977174990534,7.507500171661377,0.0,-6.0179950017275115,,
2018-10-18,SELL,BIL,0.06574888104432837,91.52999877929688,0.0,6.0179950017275115,,
2018-10-19,BUY,BIL,0.06246143699211194,91.52999877929688,0.0,-5.717095251641135,,
2018-11-01,BUY,BIL,0.00010244058214086972,91.45999908447266,0.0,-0.00936921554881679,,
2018-12-03,BUY,BIL,0.00010740873818417877,91.44999694824219,0.0,-0.009822528779157692,,
2018-12-19,BUY,BIL,0.00010972104034312648,91.38999938964844,0.0,-0.01002740580998992,,
2019-02-01,BUY,BIL,0.00012287120521145407,91.45999908447266,0.0,-0.011237800316147642,,
2019-03-01,BUY,BIL,0.00011693449657424093,91.44999694824219,0.0,-0.010693659354858569,,
2019-03-20,SELL,BIL,0.06302081305456582,91.54000091552734,0.0,5.768925284712233,,
2019-03-20,BUY,TQQQ,0.819013372269975,7.043749809265137,0.0,-5.768925284712233,,
2019-03-26,BUY,BIL,0.06338029254119555,91.56999969482422,0.0,-5.803733368655147,,
2019-03-26,SELL,TQQQ,0.819013372269975,7.086249828338623,0.0,5.803733368655147,,
2019-04-01,BUY,TQQQ,0.7967087717119669,7.287499904632568,0.0,-5.8060150978708895,,
2019-04-01,SELL,BIL,0.06338029254119555,91.43000030517578,0.0,5.794860166383639,,
2019-05-13,SELL_STOP,TQQQ,0.7967087717119669,6.923124909400941,0.0,5.515714342977345,,6.923124909400941
2019-05-14,BUY,BIL,0.06027444229283406,91.51000213623047,0.0,-5.515714342977345,,
2019-05-21,SELL,BIL,0.06027444229283406,91.55000305175781,0.0,5.518125375851958,,
2019-05-21,BUY,TQQQ,0.7708224664564544,7.158750057220459,0.0,-5.518125375851958,,
2019-05-23,SELL_STOP,TQQQ,0.7708224664564544,6.800812554359435,0.0,5.242219107059359,,6.800812554359435
