date,ic_spearman,eligible_count
2017-03-31,-0.021751847571753764,806
2017-06-30,-0.034328254740084246,805
2017-09-29,-0.05049983394843692,826
2017-12-29,-0.006236793382816219,654
2018-03-29,0.0028183095818191763,898
2018-06-29,-0.08511852783393142,894
2018-09-28,-0.04328971240204736,873
2018-12-31,0.2443898015195531,890
2019-03-29,-0.006483533952157611,923
2019-06-28,-0.017608038428134975,1111
2019-09-30,0.08328657548921281,865
2019-12-31,-0.05960193852681613,732
2020-03-31,0.20982260243981005,1140
2020-06-30,-0.04764207037394636,1033
2020-09-30,0.14664468348431328,983
2020-12-31,0.23595542532547278,801
2021-03-31,0.016204887038125428,1130
2021-06-30,-0.12276672215920564,1013
2021-09-30,0.07701313241762034,1065
2021-12-31,-0.17221721425066228,758
2022-03-31,-0.044469601551113576,1159
2022-06-30,0.22507893887857686,1191
2022-09-30,0.1606600082599602,1196
2022-12-30,0.18720770866474684,872
2023-03-31,-0.10928209359201604,1135
2023-06-30,0.016762656240867285,1083
2023-09-29,0.0073313345700431794,1108
2023-12-29,-0.21084074352711127,917
2024-03-28,-0.1373163314919238,1079
2024-06-28,0.012394966730638468,1096
2024-09-30,-0.06913635939509259,572
2024-10-01,-0.01600421447517705,462
