start,end,days,state,qqq_return,tqqq_return,theo_3x_daily,drag,drag_annualized,qqq_annualized_vol
2018-11-13,2019-02-19,65,OFF,0.037861999008969915,0.030844620724690186,0.052366180317150235,-0.02152155959246005,-0.08343743103538358,0.28298846639602254
2019-02-20,2020-03-10,266,ON,0.19472867823850049,0.40804739014231406,0.4933160102008436,-0.08526862005852953,-0.08078079795018586,0.20188654825264202
2020-03-11,2020-04-13,23,OFF,0.04222234660592994,-0.08254939621850388,-0.062108171578279525,-0.020441224640224354,-0.22396472214506685,0.811331229895803
2020-04-14,2022-01-20,448,ON,0.7216775633205077,2.8729464483132614,2.9993198962972727,-0.1263734479840113,-0.07108506449100635,0.2115236338303027
2022-01-21,2022-08-16,143,OFF,-0.05220451773629975,-0.31815794047100554,-0.2987141068265631,-0.019443833644442465,-0.0342646578909056,0.33554437158667305
2022-08-17,2022-08-19,3,ON,-0.017139088556832882,-0.05227862807258499,-0.051698627654426677,-0.0005800004181583107,-0.0487200351252981,0.1906757088105028
2022-08-22,2023-01-25,108,OFF,-0.08087166676127877,-0.3383090512496171,-0.30570590416200405,-0.03260314708761303,-0.07607400987109707,0.29716053437642653
2023-01-26,2023-10-27,191,ON,0.18231475792711427,0.39741120292768306,0.5321960524651133,-0.1347848495374302,-0.17783131980854666,0.18314374361288172
2023-10-30,2023-11-01,3,OFF,0.02222216119969267,0.06685242577870243,0.06716451893768505,-0.00031209315898261814,-0.026215825354539923,0.14231816608146403
2023-11-02,2024-08-06,190,ON,0.21594604138457907,0.532020145683666,0.6866594737421068,-0.15463932805844083,-0.20510058247751098,0.16700091871087905
2024-08-07,2024-08-09,3,OFF,0.03597303024007403,0.10641103896604909,0.10887763187327626,-0.002466592907227172,-0.20719380420708244,0.2597669682526572
2024-08-12,2025-03-06,142,ON,0.0848385772097977,0.12190420468764152,0.20084170783578115,-0.07893750314813963,-0.14008627319247316,0.1893600704585106
2025-03-07,2025-05-13,47,OFF,0.049958091287833906,0.028689912244514337,0.04989369345546546,-0.021203781210951123,-0.11368835883318475,0.4350569586855957
2025-05-14,2025-12-30,159,ON,0.19851245562444286,0.5460011989094045,0.6541144163289412,-0.10811321741953672,-0.1713492502498318,0.14413465248060828
