date,return
2017-07-03,-0.003038882455381086
2017-07-05,-0.011153959351865816
2017-07-06,0.009266097701281978
2017-07-07,-0.0030498124563567187
2017-07-10,0.001009379085892298
2017-07-11,0.007804105911739825
2017-07-12,-0.000367177278416865
2017-07-13,0.0037615550308063034
2017-07-14,0.0024297414059696065
2017-07-17,-0.0018727873187843315
2017-07-18,0.008082401126708239
2017-07-19,0.0008068114264371574
2017-07-20,-0.0021323971613515674
2017-07-21,0.00018499738496404846
2017-07-24,0.005377973490116903
2017-07-25,-0.0043257678417533245
2017-07-26,-0.002694835058160088
2017-07-27,-0.0012053945044048788
2017-07-28,-0.0004818700323441821
2017-07-31,0.0017993368790248582
2017-08-01,-0.0062273260018442965
2017-08-02,-0.003917067103935476
2017-08-03,0.0034792973110585688
2017-08-04,-8.693174374056853e-05
2017-08-07,-0.0024507721787618165
2017-08-08,-0.005564865574353673
2017-08-09,-0.01304435869636832
2017-08-10,0.00024044286565065055
2017-08-11,0.013030488942418306
2017-08-14,-0.0058587884282698555
2017-08-15,0.0008930278487546518
2017-08-16,-0.01564391430080254
2017-08-17,-0.0004643063952717464
2017-08-18,-0.000293399719403703
2017-08-21,0.008564765799877864
2017-08-22,-0.0025263040512025717
2017-08-23,0.0006735925446409937
2017-08-24,0.0032528604545449817
2017-08-25,2.1436184046654168e-05
2017-08-28,-0.0006923965613025211
2017-08-29,0.004509194067041875
2017-08-30,0.007749419292862151
2017-08-31,0.004300354232931046
2017-09-01,-0.012024911557474496
2017-09-05,0.002007353081171475
2017-09-06,-0.002808336201347362
2017-09-07,0.001715760266829429
2017-09-08,0.011996806364668412
2017-09-11,0.007178164178783869
2017-09-12,0.00028258129661214886
2017-09-13,0.00019652776964745322
2017-09-14,0.004077668195067153
2017-09-15,0.005533183935490479
2017-09-18,0.0005611417994650584
2017-09-19,0.002450402611662611
2017-09-20,-0.0011108700397451626
2017-09-21,0.005203550102599309
2017-09-22,0.0010444063333014681
2017-09-25,0.0038946307493545234
2017-09-26,0.012993716361457129
2017-09-27,0.0016787842218249837
2017-09-28,0.0014476513894566628
2017-09-29,0.010020890266762436
2017-10-02,0.002245289326485809
2017-10-03,-0.0014962663487816117
2017-10-04,0.003234747628427597
2017-10-05,0.00019926826400024056
2017-10-06,-0.0031678010421262635
2017-10-09,0.0031126742088388813
2017-10-10,0.00016120094693325434
2017-10-11,0.0003165926682193667
2017-10-12,0.00022963238955962256
2017-10-13,0.001359974295533403
2017-10-16,-0.0024423235628693953
2017-10-17,0.004171918736408556
2017-10-18,-0.0005223191081855056
2017-10-19,0.005088828353151874
2017-10-20,-0.005174218936862732
2017-10-23,0.002215801446629667
2017-10-24,-0.004257372022663495
2017-10-25,0.004045654321443786
2017-10-26,0.007059033849893774
2017-10-27,-0.011352409434932619
2017-10-30,0.005550529515181604
2017-10-31,-0.005176061604931776
2017-11-01,0.0024580581797914378
2017-11-02,-0.0004506954840860598
2017-11-03,0.0001320109774660731
2017-11-06,-0.008062618472863381
2017-11-07,0.0030163572073559977
2017-11-08,-0.003099996385274501
2017-11-09,-0.0010003814071658861
2017-11-10,-1.8699002696736882e-05
2017-11-13,-0.001061033356487241
2017-11-14,-0.006575735206491745
2017-11-15,0.012559149979795181
2017-11-16,0.002011800010078145
2017-11-17,0.006122511351289849
2017-11-20,0.00749963560887119
2017-11-21,-0.0014265966552043693
2017-11-22,0.0012796070501373108
2017-11-24,-0.001738445708159223
2017-11-27,0.01204290570828568
2017-11-28,0.002529485160827876
2017-11-29,0.0012675070177530303
2017-11-30,-0.005191161118807741
2017-12-01,-0.002609199993640615
2017-12-04,-0.006642104099200671
2017-12-05,-0.0029325270588385806
2017-12-06,0.003012893165792347
2017-12-07,0.0012299860774952407
2017-12-08,-0.0009029095180500171
2017-12-11,-0.0007351391269648481
2017-12-12,0.0016312136094844046
2017-12-13,-0.0094555940169554
2017-12-14,0.014023203436192627
2017-12-15,0.010649713453911053
2017-12-18,-0.006158140392000218
2017-12-19,0.0004917504218986788
2017-12-20,0.0027150146680260364
2017-12-21,-0.001969130805440332
2017-12-22,3.3712605435367996e-05
2017-12-26,0.00037546942578483894
2017-12-27,0.0034196470999623588
2017-12-28,-0.0068867059637201505
2017-12-29,0.00811697218496963
2018-01-02,0.0035093478654146144
2018-01-03,0.005073678915256134
2018-01-04,0.00474906256837981
2018-01-05,0.0023557266918785872
2018-01-08,-0.0006563844503314081
2018-01-09,-0.0018391924121257599
2018-01-10,0.015478686634732003
2018-01-11,0.0037701653485032608
2018-01-12,-0.008115950898520088
2018-01-16,0.007600264635288359
2018-01-17,-0.004786498098958822
2018-01-18,0.011088968223267317
2018-01-19,0.002256874016637051
2018-01-22,0.0029973129593639453
2018-01-23,-0.0036522627635845097
2018-01-24,0.0016058897031660728
2018-01-25,0.0061369208940663935
2018-01-26,-0.006927328594326889
2018-01-29,-0.009088606620039097
2018-01-30,-0.004272215673305861
2018-01-31,0.002561934939736196
2018-02-01,-0.019986555818332155
2018-02-02,-0.035788033666693114
2018-02-05,0.009978094893737504
2018-02-06,-0.0003231285880433276
2018-02-07,-0.028302860502888834
2018-02-08,0.009907942762747136
2018-02-09,0.00829514862511793
2018-02-12,0.0033122579627491
2018-02-13,0.015844968208127058
2018-02-14,0.01013944302573051
2018-02-15,0.0006123818965155826
2018-02-16,-0.008223835119358137
2018-02-20,0.002017993051364508
2018-02-21,-0.0027419834872998935
2018-02-22,0.011113633769166933
2018-02-23,0.0064025820904409555
2018-02-26,-0.01238018326682514
2018-02-27,-0.01317018533160257
