date,turnover
2012-07-03,1.0000000000000002
2012-08-01,0.09872719513190198
2012-09-04,0.1533779165714181
2012-10-02,0.4579827979910764
2012-11-01,0.31425546246875113
2012-12-03,0.739703835829199
2013-01-02,0.245225321282375
2013-02-01,0.4781931920498494
2013-03-01,0.4128458758261828
2013-04-02,0.9394010925491171
2013-05-01,1.0870344811596946
2013-06-03,0.7799052102622951
2013-07-02,0.39298884183033284
2013-08-01,0.9548661962956847
2013-09-04,0.1718158545953123
2013-10-01,0.1773006476243512
2013-11-01,0.7649895640717013
2013-12-03,1.217853842331458
2014-01-02,1.1952847872322057
2014-02-03,0.4634587451515826
2014-03-03,1.9181252614162374
2014-04-01,1.579649638120218e-07
2014-05-01,7.051938563581957e-09
2014-06-03,0.21096910222305265
2014-07-01,0.10259908452467303
2014-08-01,0.06182291706903545
2014-09-03,0.32999893886598497
2014-10-01,1.4989582281385434
2014-11-03,0.4704370494975072
2014-12-02,0.5220281787398673
2015-01-02,0.12491015497388892
2015-02-03,0.12355478840872948
2015-03-03,0.08945175761749966
2015-04-01,0.11777400261839478
2015-05-01,0.10583132809146517
2015-06-02,0.09064928668996666
2015-07-01,0.10267022026836217
2015-08-03,0.11608597609062596
2015-09-01,0.12075783542711706
2015-10-01,0.10845733894141253
2015-11-03,0.10287037070456428
2015-12-01,0.09092845717429537
2016-01-04,0.09495017307311346
2016-02-02,0.098887847935556
2016-03-01,0.08486532634518457
2016-04-01,0.08496223173046538
2016-05-03,0.07175781493035308
2016-06-01,0.06739060409106118
2016-07-01,0.09818118081248497
2016-08-02,0.27082304519686673
2016-09-01,0.24132460371595835
2016-10-03,0.37297365449478637
2016-11-01,0.3881348358413135
2016-12-01,0.22697286777457631
2017-01-04,0.24557007530489092
2017-02-01,1.7993522290203674
2017-03-01,0.41694994061055474
2017-04-03,1.775323080835066
2017-05-02,0.2759657250427495
2017-06-01,0.17733637912164169
2017-07-03,0.16229180842170904
2017-08-01,0.11676218916472901
2017-09-01,0.12969726742166243
2017-10-03,0.17450762033611034
2017-11-01,0.17623509226881584
2017-12-01,0.2844749928172706
2018-01-03,0.7002339945148994
2018-02-01,1.2074406625925833
2018-03-01,0.7744347689978489
2018-04-03,0.23579356142952707
2018-05-01,0.22514472336020883
2018-06-01,1.8182905558511793
2018-07-03,0.00028024752802864995
2018-08-01,0.0005725166079631169
2018-09-04,0.01869313360031783
2018-10-02,1.954558872663557
2018-11-01,0.1705026486632713
2018-12-03,0.1492216885703275
2019-01-02,0.12410950351391156
2019-02-01,0.10638460439340047
2019-03-01,0.15247453178113873
2019-04-02,1.5123333743722212
2019-05-01,1.3995872569337817
2019-06-03,0.2782160162110031
2019-07-02,0.41066718701889215
2019-08-01,0.3885544329759809
2019-09-04,0.3583251644277707
2019-10-01,0.10095806143585542
2019-11-01,0.10827215039137454
2019-12-03,0.09722754623141072
2020-01-02,0.20850890752333137
2020-02-03,0.2143354596926677
2020-03-03,0.27017314538934095
2020-04-01,0.16490827209167946
2020-05-01,0.7868896084369759
2020-06-02,0.8692113724109969
2020-07-01,1.465641801234716
2020-08-03,0.40766921283338264
2020-09-01,0.0017632042568937218
2020-10-01,0.001745199757455876
2020-11-03,0.0004853615835437939
2020-12-01,0.0005019775557028805
2021-01-04,1.2772717110501174e-05
2021-02-02,1.9999999999698779
2021-03-02,1.999999999999852
2021-04-01,1.7256491654597058e-13
2021-05-03,4.4287432609285334e-05
2021-06-02,1.999996613850519
2021-07-01,8.321378617160389e-10
2021-08-03,2.490520462860802e-08
2021-09-01,1.5882594252009575e-06
2021-10-01,0.7956178138025873
2021-11-02,1.219701765019225
2021-12-01,1.8369113143475173
2022-01-03,1.2764268468463502
2022-02-01,1.1758683826919913
2022-03-01,0.2655362031409937
2022-04-01,0.13552176252356032
2022-05-03,0.12940612794988543
2022-06-01,0.1302305142894844
2022-07-01,0.17447396880220747
2022-08-02,0.11225328922554656
2022-09-01,0.09895049710448645
2022-10-03,0.11249769298649114
2022-11-01,0.0979968894918137
2022-12-01,0.11159248901648894
2023-01-04,0.10263302550970746
2023-02-01,0.14703813146145392
2023-03-01,0.12298135921119197
2023-04-03,0.11731911096244377
2023-05-02,0.10124504397854261
2023-06-01,0.20811128919639144
2023-07-03,0.2140362194759618
2023-08-01,0.2606872050929465
2023-09-01,0.13599294685107022
2023-10-03,0.11729564897464384
2023-11-01,0.14975604766263578
2023-12-01,0.12541926167393808
2024-01-03,0.29949370069096815
2024-02-01,0.23953706702126196
2024-03-01,0.5312015724759575
2024-04-02,0.4024044883697789
2024-05-01,0.32767406708366054
2024-06-03,0.1908252732436303
2024-07-02,0.17507104142683486
2024-08-01,0.1637226671641061
2024-09-04,0.17318316977103798
2024-10-01,0.19091196250972822
2024-11-01,0.3241751767853053
2024-12-03,0.5191114675927275
