date,action,ticker,shares,price,fee,cash_delta,note,stop_price,checkpoint
2012-01-03,BUY,BIL,0.010909883919341171,91.66000366210938,0.0,-1.0,,,
2012-10-17,SELL,BIL,0.010909883919341171,91.62000274658205,0.0,0.9995635946549294,start_overheat_alloc,,
2012-10-17,BUY,SPLG,0.058539592971757794,17.075000762939453,0.0,-0.9995635946549294,,,
2012-10-24,SELL,SPLG,0.058539592971757794,16.4979305267334,0.0,0.9657821379113108,,,
2012-10-24,BUY,BIL,0.01054117123945775,91.62000274658205,0.0,-0.9657821379113108,,,
2012-12-20,SELL,BIL,0.01054117123945775,91.62000274658205,0.0,0.9657821379113107,,,
2012-12-20,BUY,TQQQ,1.7182197785112925,0.5620830059051514,0.0,-0.9657821379113107,,,
2012-12-21,SELL_STOP,TQQQ,1.7182197785112925,0.5332289934158325,0.0,0.9162046029627512,,0.5339788556098938,
2012-12-24,BUY,BIL,0.009997867842262826,91.63999938964844,0.0,-0.9162046029627512,,,
2013-01-04,SELL,BIL,0.009997867842262826,91.62000274658205,0.0,0.9160046791680845,,,
2013-01-04,BUY,TQQQ,1.5753583619945262,0.5814579725265503,0.0,-0.9160046791680845,,,
2013-04-11,SELL_TAKE_PROFIT,TQQQ,0.15753583619945263,0.6585419774055481,0.0,0.10374396108302406,,,+10%
2013-04-11,BUY,SPLG,0.005549621621221691,18.69388008117676,0.0,-0.10374396108302406,,,
2013-05-07,BUY,SPLG,0.005430210907690476,19.10375022888184,0.0,-0.10373739287066859,,,
2013-05-07,SELL_TAKE_PROFIT,TQQQ,0.14178225257950736,0.7316669821739197,0.0,0.10373739287066859,,,+25%
2013-06-21,BUY,SPLG,5.402397761274181e-05,18.75275039672852,0.0,-0.0010130981676101966,,,
2013-08-06,SELL_TAKE_PROFIT,TQQQ,0.12760402732155662,0.8683329820632935,0.0,0.11080278556741324,,,+50%
2013-08-06,BUY,SPLG,0.00555680955866383,19.940000534057617,0.0,-0.11080278556741324,,,
2013-09-20,BUY,SPLG,7.706975285148515e-05,20.26749992370605,0.0,-0.0015620112100375196,,,
2013-11-29,SELL_TAKE_PROFIT,TQQQ,0.5742181229470048,1.1825000047683716,0.0,0.6790129331229185,,,+100%
2013-11-29,BUY,SPLG,0.03174903984845548,21.38688087463379,0.0,-0.6790129331229185,,,
2013-12-20,BUY,SPLG,0.00025493492318577333,21.37548065185547,0.0,-0.005449356518039758,,,
2014-03-21,BUY,SPLG,0.00020498090007501707,22.217500686645508,0.0,-0.004554163288165906,,,
2014-06-20,BUY,SPLG,0.00022816802060080787,23.125,0.0,-0.005276385476393682,,,
2014-06-25,BUY,SPLG,6.2272869390332535e-06,23.052499771118164,0.0,-0.0001435545307367512,,,
2014-08-19,SELL_TAKE_PROFIT,TQQQ,0.2871090614735024,1.7777080535888672,0.0,0.5103960908397863,,,+200%
2014-08-19,BUY,SPLG,0.021811434647355864,23.400390625,0.0,-0.5103960908397863,,,
2014-09-19,BUY,SPLG,0.00031795910562787817,23.72998046875,0.0,-0.007545163366410768,,,
2014-10-16,SELL,TQQQ,0.2871090614735024,1.3691669702529907,0.0,0.3931002438298549,,,
2014-10-16,SELL,SPLG,0.07124048055028007,21.79503059387207,0.0,1.5526884531155023,,,
2014-10-16,BUY,BIL,0.02126545023983997,91.5,0.0,-1.9457886969453573,,,
2015-06-30,SELL,BIL,0.02126545023983997,91.41999816894533,0.0,1.944087421987968,,,
2015-06-30,BUY,TQQQ,0.8691895098530806,2.2366669178009038,0.0,-1.944087421987968,,,
2015-07-17,SELL_TAKE_PROFIT,TQQQ,0.08691895098530807,2.5760419368743896,0.0,0.22390686284728312,,,+10%
2015-07-17,BUY,SPLG,0.008943760127848178,25.03498077392578,0.0,-0.22390686284728312,,,
2015-08-21,SELL,TQQQ,0.7822705588677725,2.09375,0.0,1.6378789826293987,,,
2015-08-21,SELL,SPLG,0.008943760127848178,23.809999465942383,0.0,0.2129509238675819,,,
2015-08-21,BUY,BIL,0.020245350509377865,91.41999816894533,0.0,-1.8508299064969806,,,
2015-11-16,SELL,BIL,0.020245350509377865,91.37999725341795,0.0,1.8500200739414332,,,
2015-11-16,BUY,TQQQ,0.8200290911975142,2.256042003631592,0.0,-1.8500200739414332,,,
2015-11-19,BUY,SPLG,0.008394019292262416,24.479999542236328,0.0,-0.20548558843210687,,,
2015-11-19,SELL_TAKE_PROFIT,TQQQ,0.08200290911975143,2.50583291053772,0.0,0.20548558843210687,,,+10%
2015-12-18,BUY,TQQQ,0.0004973578295209002,2.3712499141693115,0.0,-0.0011793597105628697,,,
2015-12-21,SELL,TQQQ,0.7385235399072837,2.321458101272583,0.0,1.7144514546982694,,,
2015-12-21,SELL,SPLG,0.008394019292262416,23.575000762939453,0.0,0.19788901121921496,,,
2015-12-21,BUY,BIL,0.02093192264822299,91.36000061035156,0.0,-1.9123404659174843,,,
2015-12-23,SELL,BIL,0.02093192264822299,91.37999725341795,0.0,1.912759034103374,,,
2015-12-23,BUY,TQQQ,0.7923060383453984,2.4141669273376465,0.0,-1.912759034103374,,,
2016-01-04,SELL_STOP,TQQQ,0.7923060383453984,2.221250057220459,0.0,1.7599098330108314,,2.293458580970764,
2016-01-05,BUY,BIL,0.01926346126590792,91.36000061035156,0.0,-1.7599098330108314,,,
2016-04-05,SELL,BIL,0.01926346126590792,91.4000015258789,0.0,1.760680389097693,,,
2016-04-05,BUY,TQQQ,0.8276628018771411,2.1272919178009038,0.0,-1.760680389097693,,,
2016-04-06,BUY,BIL,0.019246919532197072,91.37999725341795,0.0,-1.7587834539889249,,,
2016-04-06,SELL,TQQQ,0.8276628018771411,2.125,0.0,1.7587834539889249,,,
2016-04-15,BUY,TQQQ,0.7912303591202197,2.2233328819274902,0.0,-1.759168474611281,,,
2016-04-15,SELL,BIL,0.019246919532197072,91.4000015258789,0.0,1.759168474611281,,,
2016-04-22,SELL_STOP,TQQQ,0.7912303591202197,2.1121662378311155,0.0,1.6712100508807168,,2.1121662378311155,
2016-04-25,BUY,BIL,0.01828857628706273,91.37999725341795,0.0,-1.6712100508807168,,,
