date,turnover
2012-07-03,1.0
2012-10-02,1.0444196111504296
2013-01-02,1.5746211588841665
2013-04-02,1.55259529075887
2013-07-02,1.9431281219193453
2013-10-01,0.8815134812883694
2014-01-02,1.832785498803971
2014-04-01,1.9971282089042617
2014-07-01,0.07575415885120154
2014-10-01,1.5036913102319966
2015-01-02,1.3525859338683566
2015-04-01,1.1401095811082567
2015-07-01,0.9722308391328943
2015-10-01,1.1314644844124921
2016-01-04,1.0013320729359219
2016-04-01,1.1258685341907864
2016-07-01,1.172085670903669
2016-10-03,1.4775213682573285
2017-01-04,1.5157598094750973
2017-04-03,1.4241467791105649
2017-07-03,1.2994594403539859
2017-10-03,1.1030395025593722
2018-01-03,1.3197904501070319
2018-04-03,1.6515273624927251
2018-07-03,0.9103671959262103
2018-10-02,1.8735195347758165
2019-01-02,1.1128847987647075
2019-04-02,1.8802899002840658
2019-07-02,0.9453034905377593
2019-10-01,1.6996059177025638
2020-01-02,1.3849707812406813
2020-04-01,1.3355858739890358
2020-07-01,1.9820530798326566
2020-10-01,0.40237116352474733
2021-01-04,2.4296941531959368e-05
2021-04-01,1.9999999976106029
2021-07-01,2.0
2021-10-01,0.7953579493429721
2022-01-03,1.7153696194993495
2022-04-01,1.7158138455374723
2022-07-01,1.0301677679077688
2022-10-03,0.8235843865631496
2023-01-04,0.951517712958692
2023-04-03,1.261316581445949
2023-07-03,1.3481370837093027
2023-10-03,1.3005615219738171
2024-01-03,1.3110998486297607
2024-04-02,0.8144281006244682
2024-07-02,1.3404839287860384
2024-10-01,1.0993962102233565
