Final,CAGR,MDD,Sharpe,Sortino,Calmar,Trades,TotalTax,Lookback,Lag,Threshold,ReducedWeight,Config
23.51740197253751,0.22034889596841478,-0.5171932982714441,0.7074606154264491,0.6599665873273254,0.4260474694951803,327,0.5212830296316504,40,3,-0.1,0.5,LB40_L3_T-10_RW50
17.559134440350707,0.19806995663122362,-0.47071213759516717,0.7476393332766873,0.708691654259285,0.4207878675981208,340,4.514172166290205,40,5,0.0,0.3,LB40_L5_T0_RW30
31.84159917221579,0.2438942502128536,-0.47374859578563955,0.8225589382746863,0.8470923530336708,0.5148178852295959,367,5.818899213268725,40,5,0.0,0.5,LB40_L5_T0_RW50
7.431504526540755,0.13483512069398662,-0.5493414952730415,0.5408274071303187,0.4064998764441936,0.24544863596544614,342,5.621748854437517,40,5,-0.05,0.3,LB40_L5_T-5_RW30
19.271414643652683,0.2051208133794138,-0.509914282501311,0.6969801659479773,0.6411587950861747,0.40226528343788137,351,6.487700091358514,40,5,-0.05,0.5,LB40_L5_T-5_RW50
3.4312088329016213,0.0808537594415244,-0.5738710393943369,0.4043294373304045,0.20732656855364806,0.14089186226727418,312,7.323262232127197,40,5,-0.1,0.3,LB40_L5_T-10_RW30
16.00646564157337,0.19109543372893167,-0.509914282501311,0.6474418995871742,0.5577288491126791,0.374759916101076,324,7.938409148998774,40,5,-0.1,0.5,LB40_L5_T-10_RW50
12.731265445383414,0.17402294741015467,-0.5088423183619444,0.6867508342166668,0.658882409512171,0.3419977881760426,302,1.9401466187883973,60,1,0.0,0.3,LB60_L1_T0_RW30
27.923377956234003,0.23363638015659505,-0.46588553609755345,0.8014995833414666,0.8390051360506277,0.501488803695492,329,2.409925232794354,60,1,0.0,0.5,LB60_L1_T0_RW50
6.468607745955432,0.12494739315872283,-0.5983143379353529,0.51544845568257,0.3966535029652363,0.2088323565667638,273,2.7887066016031303,60,1,-0.05,0.3,LB60_L1_T-5_RW30
17.17993620316289,0.19642159056840436,-0.5369183453244456,0.6758028979192963,0.6237942447135923,0.3658314011411027,292,3.990280616968868,60,1,-0.05,0.5,LB60_L1_T-5_RW50
17.465608873804204,0.1976665244651381,-0.5376239845642196,0.6678435208251503,0.5975212098358562,0.3676668640915642,263,3.523740766385183,60,1,-0.1,0.3,LB60_L1_T-10_RW30
34.73785614094684,0.2507420685538535,-0.48547823186148753,0.7694086716898656,0.7550799663875809,0.5164846786073677,278,3.5647687774622874,60,1,-0.1,0.5,LB60_L1_T-10_RW50
0.4037059450672941,-0.05559721005897178,-0.8766954520642425,0.15233547932146688,-0.12210772135305273,-0.06341678849600982,303,4.424224391869882,60,3,0.0,0.3,LB60_L3_T0_RW30
8.251826211196294,0.1423533379734463,-0.49067251632993913,0.559223990434395,0.4429481129153981,0.2901188333069887,317,5.6851472309957884,60,3,0.0,0.5,LB60_L3_T0_RW50
18.147323217062677,0.20056195507077335,-0.5018503925112896,0.7065032762070678,0.6642424175205778,0.399644910243368,271,0.32409454082744193,60,3,-0.05,0.3,LB60_L3_T-5_RW30
33.805673073124495,0.24859837896937287,-0.4758207873983933,0.7938249438469219,0.8036353027614583,0.52246220752274,292,1.1396023836279154,60,3,-0.05,0.5,LB60_L3_T-5_RW50
21.950003848831678,0.21505230829999555,-0.43804784280824927,0.7029751041878528,0.6434394539379811,0.49093338052147967,267,0.4812370725076272,60,3,-0.1,0.3,LB60_L3_T-10_RW30
39.85089298198776,0.2616198868935471,-0.44690001056530093,0.7882548534802579,0.7779908574528843,0.5854103394685851,277,0.49872566841962895,60,3,-0.1,0.5,LB60_L3_T-10_RW50
7.567822538527034,0.13613672863853443,-0.47071213759516706,0.5697908578715596,0.45735015242811794,0.2892144004062584,287,5.830919863083481,60,5,0.0,0.3,LB60_L5_T0_RW30
19.118106024068215,0.20451396182789194,-0.4737485957856393,0.7246135700072065,0.6904239413143228,0.4316930195618563,312,7.140842863552852,60,5,0.0,0.5,LB60_L5_T0_RW50
18.626516122090962,0.20253684355689483,-0.521333764501309,0.7113751833539025,0.6573222545839166,0.3884974604524896,263,5.442533456812788,60,5,-0.05,0.3,LB60_L5_T-5_RW30
41.42329667188524,0.26470257246417983,-0.509914282501311,0.8316958453119695,0.8529303695468354,0.5191119008585512,275,3.564544496176474,60,5,-0.05,0.5,LB60_L5_T-5_RW50
21.53966216554206,0.21360715444551004,-0.5213337645013091,0.703582539695848,0.6321531609802673,0.4097320545693788,261,9.280449597876775,60,5,-0.1,0.3,LB60_L5_T-10_RW30
43.924256838181186,0.26938678446583797,-0.5099142825013112,0.8099600657783804,0.8099935865887932,0.5282981742429332,271,9.432233596174155,60,5,-0.1,0.5,LB60_L5_T-10_RW50
