date,cost
2012-07-03,0.0015
2012-08-01,0.0008746825599334492
2012-09-04,0.0012237365055831088
2012-10-02,0.0010193581017390384
2012-11-01,0.0011387943246976757
2012-12-03,0.0012962586267930743
2013-01-02,0.0007260527521587138
2013-02-01,0.0008629306619639909
2013-03-01,0.0014100245534066473
2013-04-02,0.0014088457729947738
2013-05-01,0.001378050144001259
2013-06-03,0.001451636644082603
2013-07-02,0.001292556846221896
2013-08-01,0.0013879178234772192
2013-09-04,0.0013206784097455646
2013-10-01,0.0012664705807476086
2013-11-01,0.0013923400753712524
2013-12-03,0.001615009304563164
2014-01-02,0.0012297601041625047
2014-02-03,0.0015386639315708044
2014-03-03,0.0015896528847343515
2014-04-01,0.0020810723350428097
2014-05-01,0.001313945512769687
2014-06-03,0.0018270209599652247
2014-07-01,0.0016114731962997432
2014-08-01,0.0021544335736463647
2014-09-03,0.0019391835005974092
2014-10-01,0.0013839014894590684
2014-11-03,0.00179631701230896
2014-12-02,0.001685108545238701
2015-01-02,0.0017286461789702738
2015-02-03,0.0014778321159507272
2015-03-03,0.001471171970189963
2015-04-01,0.0014126557464785602
2015-05-01,0.0018873635375517492
2015-06-02,0.0013787742906745744
2015-07-01,0.0014952724743852433
2015-08-03,0.0020246287280857047
2015-09-01,0.0018194404366612146
2015-10-01,0.0019014014144094148
2015-11-03,0.0014904878962177617
2015-12-01,0.0016405816153013363
2016-01-04,0.0016378890972652176
2016-02-02,0.0016041958106539586
2016-03-01,0.0016827756019984405
2016-04-01,0.0018885461354229357
2016-05-03,0.001645495872128934
2016-06-01,0.0012932796286019737
2016-07-01,0.0013900975835295596
2016-08-02,0.001429616760769773
2016-09-01,0.0010917258449230215
2016-10-03,0.0011566130387522361
2016-11-01,0.0012840830576730745
2016-12-01,0.0015905958595414283
2017-01-04,0.0011143013054920057
2017-02-01,0.0012108554878008796
2017-03-01,0.0019269738625403991
2017-04-03,0.0017894435587277678
2017-05-02,0.0015709376692041315
2017-06-01,0.0019899992694185097
2017-07-03,0.0014067469473654527
2017-08-01,0.0016280001734760674
2017-09-01,0.0018740077315101097
2017-10-03,0.0018066061796512855
2017-11-01,0.001647989578407463
2017-12-01,0.0017916366480054972
2018-01-03,0.0015186958611115235
2018-02-01,0.0018860547591479722
2018-03-01,0.0017892756023336147
2018-04-03,0.001941604470663042
2018-05-01,0.0012529913175462677
2018-06-01,0.0023461186723378715
2018-07-03,0.001681560167867729
2018-08-01,0.0016574437562338084
2018-09-04,0.0022028478832794227
2018-10-02,0.0020604159286601075
2018-11-01,0.0017039848567050597
2018-12-03,0.002227736910800154
2019-01-02,0.0012318778700140332
2019-02-01,0.0009423653105371215
2019-03-01,0.001255934793632585
2019-04-02,0.0015256822688046433
2019-05-01,0.0014775948084758735
2019-06-03,0.0020316587424081315
2019-07-02,0.0012946870231509938
2019-08-01,0.0011469631961657128
2019-09-04,0.0016045957152799094
2019-10-01,0.0010070308367799655
2019-11-01,0.0016591960232141656
2019-12-03,0.0014831290982440957
2020-01-02,0.00182835764019192
2020-02-03,0.0017800281340195358
2020-03-03,0.0014648614110616342
2020-04-01,0.0012870199130693733
2020-05-01,0.0015182594668252565
2020-06-02,0.0013693704658467461
2020-07-01,0.0017728606785198558
2020-08-03,0.002143147643294465
2020-09-01,0.0016676178928177329
2020-10-01,0.001459661113233746
2020-11-03,0.0013442500268607191
2020-12-01,0.001777598854678585
2021-01-04,0.001596608755394689
2021-02-02,0.0026937351047913185
2021-03-02,0.0025532680158508697
2021-04-01,0.003997409934354032
2021-05-03,0.003268285548779351
2021-06-02,0.003465498435905311
2021-07-01,0.0034992468149141302
2021-08-03,0.0031425589786332896
2021-09-01,0.0034042370554265076
2021-10-01,0.0038245694274626316
2021-11-02,0.0033227550001411997
2021-12-01,0.004371219005476674
2022-01-03,0.003481642619765243
2022-02-01,0.004450458598606088
2022-03-01,0.003013457202930845
2022-04-01,0.0040091602195407765
2022-05-03,0.0032159166967144913
2022-06-01,0.002801431575879351
2022-07-01,0.0035889897208766586
2022-08-02,0.0022756738601908263
2022-09-01,0.0023775404107913042
2022-10-03,0.0037482808122387603
2022-11-01,0.0035334773275765463
2022-12-01,0.004015254348991359
2023-01-04,0.0032118079300062475
2023-02-01,0.004843131458519898
2023-03-01,0.0034544932054950046
2023-04-03,0.0034513572883770435
2023-05-02,0.003773539137726954
2023-06-01,0.004955779446533567
2023-07-03,0.005271000030872488
2023-08-01,0.003569673755107631
2023-09-01,0.0029947996336446383
2023-10-03,0.0027577481005141174
2023-11-01,0.003818389192316927
2023-12-01,0.004634143881060989
2024-01-03,0.005439177364613462
2024-02-01,0.0034262604815944037
2024-03-01,0.0038535309120689277
2024-04-02,0.005721056470080282
2024-05-01,0.0033144924386743825
2024-06-03,0.005120477493924608
2024-07-02,0.003213790659813614
2024-08-01,0.0037421858320955048
2024-09-04,0.006779565964121943
2024-10-01,0.004121586308443075
2024-11-01,0.005556948311276528
2024-12-03,0.005935623227664549
