date,ic_spearman,eligible_count
2017-03-31,-0.020172972779353236,806
2017-06-30,-0.03552708175890275,805
2017-09-29,-0.05355287366108351,826
2017-12-29,-0.022017066169990378,654
2018-03-29,0.0032154983821519284,898
2018-06-29,-0.08574142111462298,894
2018-09-28,-0.042678799013407466,873
2018-12-31,0.2527824381693031,890
2019-03-29,-0.019319386642413193,923
2019-06-28,-0.01857890655920266,1111
2019-09-30,0.06836654010618555,865
2019-12-31,-0.06975422009868062,732
2020-03-31,0.20091332433642944,1140
2020-06-30,-0.06483402737636368,1033
2020-09-30,0.14196385448839702,983
2020-12-31,0.22735074532943128,801
2021-03-31,0.01948890225941906,1130
2021-06-30,-0.12279947994127942,1013
2021-09-30,0.08682289297686209,1065
2021-12-31,-0.18159850730504012,758
2022-03-31,-0.04047170946556567,1159
2022-06-30,0.22052222180712716,1191
2022-09-30,0.16462785714646713,1196
2022-12-30,0.19409627651966102,872
2023-03-31,-0.13268769421486767,1135
2023-06-30,0.0102826992601524,1083
2023-09-29,0.01590826257098666,1108
2023-12-29,-0.20408443579908908,917
2024-03-28,-0.1390125268239343,1079
2024-06-28,0.006473631999687579,1096
2024-09-30,-0.060723203143992,572
2024-10-01,-0.010801588173112288,462
