date,exposure_suggested,spy_ret_1d,overlay_ret_1d,overlay_equity
2021-06-29,0.7595634347,0.0005430463,0.0004108751,1.1260187524
2021-06-30,0.7577958890,0.0008511331,0.0006464896,1.1267467118
2021-07-01,0.7533940063,0.0055214981,0.0041841686,1.1314612100
2021-07-02,0.7457219066,0.0076484273,0.0057622793,1.1379810054
2021-07-06,0.7480506307,-0.0018148776,-0.0013533940,1.1364408688
2021-07-07,0.7482828821,0.0035413026,0.0026490736,1.1394513843
2021-07-08,0.7408274388,-0.0081553549,-0.0061025125,1.1324978681
2021-07-09,0.7419879149,0.0106881556,0.0079180789,1.1414650756
2021-07-12,0.7446391977,0.0035734965,0.0026514912,1.1444916602
2021-07-13,0.7405916013,-0.0033990286,-0.0025310499,1.1415948947
2021-07-14,0.7448613855,0.0014630791,0.0010835441,1.1428318631
2021-07-15,0.7356393371,-0.0033862884,-0.0025223155,1.1399492806
2021-07-16,0.7270230031,-0.0078489049,-0.0057739632,1.1333672553
2021-07-19,0.7213869007,-0.0147701310,-0.0107382250,1.1211969028
2021-07-20,0.7328578689,0.0143261496,0.0103346966,1.1327841326
2021-07-21,0.7359570690,0.0081071158,0.0059413636,1.1395144150
2021-07-22,0.7442373144,0.0020881794,0.0015368104,1.1412656327
2021-07-23,0.7409865513,0.0102761799,0.0076479165,1.1499939370
2021-07-26,0.7416085066,0.0024535728,0.0018180644,1.1520847000
2021-07-27,0.7402259797,-0.0045290765,-0.0033588017,1.1482150760
2021-07-28,0.7403039689,-0.0004181958,-0.0003095594,1.1478596352
2021-07-29,0.7397583976,0.0041452372,0.0030687355,1.1513821129
2021-07-30,0.7405915330,-0.0048632379,-0.0035976211,1.1472398763
2021-08-02,0.7397553415,-0.0020885869,-0.0015467898,1.1454653374
2021-08-03,0.7509732396,0.0081234749,0.0060093839,1.1523488784
2021-08-04,0.7475288709,-0.0049032153,-0.0036821835,1.1481057184
2021-08-05,0.7473699369,0.0063310764,0.0047326624,1.1535393151
2021-08-06,0.7415261450,0.0016217753,0.0012120661,1.1549374810
2021-08-09,0.7493158825,-0.0007797671,-0.0005782177,1.1542696757
2021-08-10,0.7559632513,0.0012099401,0.0009066274,1.1553161682
2021-08-11,0.7661167276,0.0024908470,0.0018829888,1.1574916156
2021-08-12,0.7603105695,0.0030243877,0.0023170340,1.1601735631
2021-08-13,0.7495723541,0.0017920935,0.0013625476,1.1617543548
2021-08-16,0.7498509780,0.0023544222,0.0017648098,1.1638046302
2021-08-17,0.7471690934,-0.0065509296,-0.0049122210,1.1580877647
2021-08-18,0.7460723112,-0.0109213006,-0.0081600582,1.1486377010
2021-08-19,0.7416745267,0.0015183803,0.0011328215,1.1499389025
2021-08-20,0.7483021760,0.0079690068,0.0059104093,1.1567355121
2021-08-23,0.7500903145,0.0087937038,0.0065803477,1.1643472340
2021-08-24,0.7530195210,0.0015995017,0.0011997708,1.1657441837
2021-08-25,0.7515265939,0.0020774449,0.0015643566,1.1675678233
2021-08-26,0.7480204573,-0.0058926951,-0.0044285171,1.1623972292
2021-08-27,0.7531698949,0.0089375436,0.0066854654,1.1701683957
2021-08-30,0.7542642212,0.0043940335,0.0033094537,1.1740410139
2021-08-31,0.7516807915,-0.0014512704,-0.0010946414,1.1727558600
2021-09-01,0.7566446530,0.0005397600,0.0004057272,1.1732316790
2021-09-02,0.7515133290,0.0030406423,0.0023006858,1.1759309164
2021-09-03,0.7517464896,-0.0002444697,-0.0001837223,1.1757148717
2021-09-07,0.7494147160,-0.0035445137,-0.0026645757,1.1725820904
2021-09-08,0.7478689949,-0.0012316710,-0.0009230324,1.1714997592
2021-09-09,0.7436039392,-0.0043032945,-0.0032183005,1.1677295209
2021-09-10,0.7375038733,-0.0078517913,-0.0058386229,1.1609115885
2021-09-13,0.7385781337,0.0025179609,0.0018570059,1.1630674082
2021-09-14,0.7374784065,-0.0053800534,-0.0039735898,1.1584458554
2021-09-15,0.7473233678,0.0083667298,0.0061702825,1.1655937937
2021-09-16,0.7446880007,-0.0015996231,-0.0011954357,1.1642004012
2021-09-17,0.7430437355,-0.0097358163,-0.0072501456,1.1557597789
2021-09-20,0.7234349671,-0.0166702409,-0.0123867181,1.1414437083
2021-09-21,0.7207220242,-0.0009256701,-0.0006696621,1.1406793267
2021-09-22,0.7311089339,0.0097236910,0.0070080782,1.1486732966
2021-09-23,0.7350643743,0.0121666775,0.0088951666,1.1588909370
2021-09-24,0.7345806326,0.0016588904,0.0012193912,1.1603040784
2021-09-27,0.7308779464,-0.0028834421,-0.0021181207,1.1578464143
2021-09-28,0.7224159022,-0.0201284074,-0.0147114091,1.1408128620
2021-09-29,0.7237980348,0.0016732262,0.0012087652,1.1421918369
2021-09-30,0.7128499975,-0.0122377241,-0.0088576407,1.1320747120
2021-10-01,0.7168238048,0.0118918071,0.0084770747,1.1416713939
2021-10-04,0.7103657870,-0.0129073981,-0.0092523302,1.1311082732
2021-10-05,0.7163991964,0.0104236446,0.0074046005,1.1394836781
2021-10-06,0.7223189726,0.0041356734,0.0029627931,1.1428597324
2021-10-07,0.7218354189,0.0086605109,0.0062556513,1.1500090644
2021-10-08,0.7177355495,-0.0018366354,-0.0013257485,1.1484844417
2021-10-11,0.7136948309,-0.0072399538,-0.0051963722,1.1425164891
2021-10-12,0.7126752862,-0.0024293046,-0.0017337821,1.1405356144
2021-10-13,0.7154345932,0.0035727886,0.0025462381,1.1434396897
2021-10-14,0.7340530889,0.0168166746,0.0120312307,1.1571966764
2021-10-15,0.7468210572,0.0076203787,0.0055937625,1.1636697598
2021-10-18,0.7367316649,0.0029816947,0.0022267924,1.1662610107
2021-10-19,0.7315549822,0.0077213630,0.0056885726,1.1728953712
2021-10-20,0.7322975773,0.0039046181,0.0028564428,1.1762456797
2021-10-21,0.7287308126,0.0026270517,0.0019237836,1.1785085218
2021-10-22,0.7299774540,-0.0010434299,-0.0007603795,1.1776124081
2021-10-25,0.7354081027,0.0053502623,0.0039055708,1.1822116568
2021-10-26,0.7341905896,0.0009073593,0.0006672794,1.1830005223
2021-10-27,0.7231290062,-0.0044542556,-0.0032702726,1.1791317881
2021-10-28,0.7294731947,0.0096689659,0.0069919097,1.1873761711
2021-10-29,0.7286441441,0.0020401138,0.0014882083,1.1891432343
2021-11-01,0.7263703750,0.0017153366,0.0012498700,1.1906295086
2021-11-02,0.7277400445,0.0040466577,0.0029393723,1.1941292120
2021-11-03,0.7294117292,0.0061001712,0.0044393389,1.1994303563
2021-11-04,0.7322591678,0.0047007222,0.0034287619,1.2035429174
2021-11-05,0.7372248630,0.0034668096,0.0025386031,1.2065982352
2021-11-08,0.7362230448,0.0008642693,0.0006371608,1.2073670324
2021-11-09,0.7312576818,-0.0033060595,-0.0024339972,1.2044283044
2021-11-10,0.7236138202,-0.0080382741,-0.0058780497,1.1973486150
2021-11-11,0.7240501728,0.0003085285,0.0002232555,1.1976159297
2021-11-12,0.7317124812,0.0075520822,0.0054680864,1.2041645971
2021-11-15,0.7385611277,0.0003466376,0.0002536391,1.2044700203
2021-11-16,0.7484983586,0.0039602000,0.0029248498,1.2079929141
2021-11-17,0.7477169308,-0.0024451905,-0.0018302211,1.2057820200
2021-11-18,0.7448598508,0.0034195254,0.0025568371,1.2088650082
2021-11-19,0.7388857820,-0.0018002163,-0.0013409088,1.2072440304
2021-11-22,0.7354702408,-0.0028151069,-0.0020800425,1.2047329115
2021-11-23,0.7367238247,0.0013136762,0.0009661697,1.2058968880
2021-11-24,0.7430141954,0.0026957932,0.0019860551,1.2082918657
2021-11-26,0.7236053301,-0.0223059654,-0.0165736490,1.1882660605
2021-11-29,0.7320855684,0.0122621923,0.0088729877,1.1988095306
2021-11-30,0.7220924786,-0.0194642465,-0.0142494940,1.1817271014
2021-12-01,0.7159636375,-0.0110912302,-0.0080088939,1.1722627744
2021-12-02,0.7261293258,0.0152895775,0.0109467815,1.1850952789
2021-12-03,0.7224220709,-0.0086713576,-0.0062965271,1.1776332944
2021-12-06,0.7343747503,0.0118276352,0.0085445447,1.1876956348
2021-12-07,0.7505548455,0.0206690386,0.0151788201,1.2057234531
2021-12-08,0.7550930622,0.0026615816,0.0019976630,1.2081320822
2021-12-09,0.7542020476,-0.0067404555,-0.0050896712,1.2019830871
2021-12-10,0.7562252737,0.0093843031,0.0070776606,1.2104903155
2021-12-13,0.7540434403,-0.0088323156,-0.0066792203,1.2024051840
2021-12-14,0.7462268306,-0.0068867108,-0.0051928791,1.1961612393
2021-12-15,0.7585416100,0.0156212760,0.0116570153,1.2101049091
2021-12-16,0.7597042501,-0.0088124532,-0.0066846124,1.2020158268
2021-12-17,0.7620034351,-0.0106405527,-0.0080836731,1.1922991238
2021-12-20,0.7568755893,-0.0106205259,-0.0080928772,1.1826499934
2021-12-21,0.7623397019,0.0177488350,0.0134336599,1.1985373112
2021-12-22,0.7605606327,0.0100086461,0.0076299883,1.2076821368
2021-12-23,0.7628762642,0.0062186267,0.0047296427,1.2133940418
2021-12-27,0.7702059153,0.0141532020,0.0107971419,1.2264952295
2021-12-28,0.7752788173,-0.0008169181,-0.0006291952,1.2257235246
