date,action,ticker,shares,price,fee,cash_delta,note,stop_price
2010-02-11,BUY,BIL,0.010900370866423635,91.73999786376953,0.0,-1.0,,
2010-11-26,SELL,BIL,0.010900370866423635,91.69999694824219,0.0,0.9995639751857555,start_overheat_alloc,
2010-11-26,BUY,SPLG,0.07153794854904849,13.97249984741211,0.0,-0.9995639751857555,,
2010-12-17,BUY,SPLG,0.00033321441824814486,14.550000190734863,0.0,-0.004848269849066114,,
2011-03-18,BUY,SPLG,0.0002774258579867792,15.057600021362305,0.0,-0.004177367605148182,,
2011-06-13,SELL,SPLG,0.07214858882528341,15.012499809265137,0.0,1.083130675978316,,
2011-06-13,BUY,BIL,0.011809100104261998,91.72000122070312,0.0,-1.083130675978316,,
2011-06-30,SELL,BIL,0.011809100104261998,91.69999694824219,0.0,1.0828944435223118,,
2011-06-30,BUY,TQQQ,2.5973237953266533,0.4169270098209381,0.0,-1.0828944435223118,,
2011-08-03,BUY,BIL,0.011574968175072692,91.72000122070312,0.0,-1.061656095147267,,
2011-08-03,SELL,TQQQ,2.5973237953266533,0.4087499976158142,0.0,1.061656095147267,,
2011-10-31,SELL,BIL,0.011574968175072692,91.69999694824219,0.0,1.0614245463301664,,
2011-10-31,BUY,TQQQ,2.5557219071114035,0.4153130054473877,0.0,-1.0614245463301664,,
2011-11-01,SELL,TQQQ,2.5557219071114035,0.37630200386047363,0.0,0.9617232749561324,,
2011-11-01,BUY,BIL,0.010487713271124246,91.69999694824219,0.0,-0.9617232749561324,,
2011-11-09,SELL,BIL,0.010487713271124246,91.69999694824219,0.0,0.9617232749561324,,
2011-11-09,BUY,TQQQ,2.414055005036277,0.3983849883079529,0.0,-0.9617232749561324,,
2011-11-09,SELL_STOP,TQQQ,2.414055005036277,0.3784657388925552,0.0,0.9136371112083256,,0.3784657388925552
2011-11-10,BUY,BIL,0.009965500743532899,91.68000030517578,0.0,-0.9136371112083256,,
2011-12-28,BUY,BIL,4.348898252402082e-07,91.66000366210938,0.0,-3.9862002974131594e-05,,
2012-01-12,SELL,BIL,0.009965935633358139,91.63999938964844,0.0,0.9132783353582155,,
2012-01-12,BUY,TQQQ,2.2678425782478917,0.4027079939842224,0.0,-0.9132783353582155,,
2012-06-04,BUY,BIL,0.021819286963586006,91.66000366210938,0.0,-1.9999559229869088,,
2012-06-04,SELL,TQQQ,4.535685156495783,0.44093799591064453,0.0,1.9999559229869088,,
2012-06-06,SELL,BIL,0.021819286963586006,91.66000366210938,0.0,1.9999559229869086,,
2012-06-06,BUY,TQQQ,4.318393444902171,0.46312499046325684,0.0,-1.9999559229869086,,
2012-10-24,SELL,TQQQ,4.318393444902171,0.5532289743423462,0.0,2.389060376329939,,
2012-10-24,BUY,BIL,0.02607575097916121,91.62000274658203,0.0,-2.389060376329939,,
2012-12-20,SELL,BIL,0.02607575097916121,91.62000274658203,0.0,2.389060376329939,,
2012-12-20,BUY,TQQQ,4.250369342660896,0.5620830059051514,0.0,-2.389060376329939,,
2012-12-21,SELL_STOP,TQQQ,4.250369342660896,0.5332289934158325,0.0,2.2664201662325834,,0.5339788556098938
2012-12-24,BUY,BIL,0.02473177849550047,91.63999938964844,0.0,-2.2664201662325834,,
2013-01-04,BUY,TQQQ,3.896972301952822,0.5814579725265503,0.0,-2.2659256136856114,,
2013-01-04,SELL,BIL,0.02473177849550047,91.62000274658203,0.0,2.2659256136856114,,
2014-06-25,BUY,SPLG,8.452385512731315e-05,23.052499771118164,0.0,-0.0019484861509764112,,
2014-09-19,BUY,SPLG,3.7893646239684437e-07,23.72998046875,0.0,-8.992154851574336e-06,,
2014-10-16,SELL,TQQQ,7.793944603905644,1.3691669702529907,0.0,10.671211519649138,,
2014-10-16,SELL,SPLG,8.490279158971e-05,21.79503059387207,0.0,0.0018504589402028736,,
2014-10-16,BUY,BIL,0.11664548610480154,91.5,0.0,-10.67306197858934,,
2015-06-30,SELL,BIL,0.11664548610480154,91.41999816894531,0.0,10.663730126116691,,
2015-06-30,BUY,TQQQ,4.7676880456573745,2.2366669178009033,0.0,-10.663730126116691,,
2015-08-21,SELL,TQQQ,4.7676880456573745,2.09375,0.0,9.982346845595128,,
2015-08-21,BUY,BIL,0.10919215757527827,91.41999816894531,0.0,-9.982346845595128,,
2015-11-16,SELL,BIL,0.10919215757527827,91.37999725341797,0.0,9.97797905932371,,
2015-11-16,BUY,TQQQ,4.422780712088683,2.256042003631592,0.0,-9.97797905932371,,
2015-12-21,BUY,BIL,0.11238288141021595,91.36000061035156,0.0,-10.267300114230396,,
2015-12-21,SELL,TQQQ,4.422780712088683,2.321458101272583,0.0,10.267300114230396,,
