Date,asset,side,notional,cost,realized_gain
2010-01-04,TQQQ,BUY,1.0,0.0005,0.0
2010-05-21,TQQQ,SELL,0.8587862553309172,0.00042939312766545864,-0.1529668150443241
2010-05-21,QLD,BUY,0.8587862553309172,0.00042939312766545864,0.0
2010-05-24,QLD,SELL,0.8579274690755864,0.0004289637345377932,-0.007883019209399265
2010-05-24,SGOV,BUY,0.8579274690755864,0.0004289637345377932,0.0
2010-06-14,QLD,BUY,0.8574988873854172,0.00042874944369270863,0.0
2010-06-14,SGOV,SELL,0.8574988873854172,0.00042874944369270863,0.00020198815981944883
2010-06-16,TQQQ,BUY,0.9204231886544537,0.0004602115943272269,0.0
2010-06-16,QLD,SELL,0.9204231886544537,0.0004602115943272269,0.047500058780237275
2010-06-25,TQQQ,SELL,0.8277809429871756,0.0004138904714935878,-0.10007984920274504
2010-06-25,QLD,BUY,0.8277809429871756,0.0004138904714935878,0.0
2010-06-28,QLD,SELL,0.8268781175734178,0.0004134390587867089,-0.020663501305318407
2010-06-28,SGOV,BUY,0.8268781175734178,0.0004134390587867089,0.0
2010-07-27,TQQQ,BUY,0.8257771142797592,0.0004128885571398796,0.0
2010-07-27,SGOV,SELL,0.8257771142797592,0.0004128885571398796,5.252488653261979e-05
2010-07-29,TQQQ,SELL,0.795926597929244,0.00039796329896462203,-0.043575736528757285
2010-07-29,QLD,BUY,0.795926597929244,0.00039796329896462203,0.0
2010-08-02,QLD,SELL,0.7991164892483408,0.0003995582446241704,0.012646005430891148
2010-08-02,SGOV,BUY,0.7991164892483408,0.0003995582446241704,0.0
2010-08-03,TQQQ,BUY,0.7900566908565667,0.0003950283454282834,0.0
2010-08-03,SGOV,SELL,0.7900566908565667,0.0003950283454282834,-7.958876886099837e-08
2010-08-12,TQQQ,SELL,0.7219097872021785,0.00036095489360108926,-0.09055885474263846
2010-08-12,QLD,BUY,0.7219097872021785,0.00036095489360108926,0.0
2010-08-13,QLD,SELL,0.7209915206760006,0.0003604957603380003,-0.01073678185148412
2010-08-13,SGOV,BUY,0.7209915206760006,0.0003604957603380003,0.0
2010-09-09,QLD,BUY,0.7257340246634858,0.0003628670123317429,0.0
2010-09-09,SGOV,SELL,0.7257340246634858,0.0003628670123317429,5.998657091306212e-05
2010-09-14,TQQQ,BUY,0.760766706360951,0.0003803833531804755,0.0
2010-09-14,QLD,SELL,0.760766706360951,0.0003803833531804755,0.03200571126345788
2011-06-09,TQQQ,SELL,1.1695741866788367,0.0005847870933394184,0.3869452951041124
2011-06-09,QLD,BUY,1.1695741866788367,0.0005847870933394184,0.0
2011-06-16,QLD,SELL,1.1200732739980648,0.0005600366369990324,-0.06277232410069784
2011-06-16,SGOV,BUY,1.1200732739980648,0.0005600366369990324,0.0
2011-06-22,QLD,BUY,1.1041653856437956,0.0005520826928218978,0.0
2011-06-22,SGOV,SELL,1.1041653856437956,0.0005520826928218978,0.000207987781759024
2011-06-27,QLD,SELL,1.084227568483159,0.0005421137842415795,0.003233186646476228
2011-06-27,SGOV,BUY,1.084227568483159,0.0005421137842415795,0.0
2011-06-28,QLD,BUY,1.114471637900784,0.000557235818950392,0.0
2011-06-28,SGOV,SELL,1.114471637900784,0.000557235818950392,9.922151842849929e-05
2011-07-01,TQQQ,BUY,1.2054819314579632,0.0006027409657289816,0.0
2011-07-01,QLD,SELL,1.2054819314579632,0.0006027409657289816,0.07586322108050021
2011-08-05,TQQQ,SELL,0.9710909730101654,0.00048554548650508273,-0.2994389276957669
2011-08-05,SGOV,BUY,0.9710909730101654,0.00048554548650508273,0.0
2011-09-20,QLD,BUY,0.9617439013547228,0.0004808719506773614,0.0
2011-09-20,SGOV,SELL,0.9617439013547228,0.0004808719506773614,-0.007902587146488673
2011-09-22,QLD,SELL,0.9271211883201635,0.00046356059416008177,-0.10034450662486499
2011-09-22,SGOV,BUY,0.9271211883201635,0.00046356059416008177,0.0
2011-10-13,QLD,BUY,0.9433300344068917,0.0004716650172034458,0.0
2011-10-13,SGOV,SELL,0.9433300344068917,0.0004716650172034458,-0.0002170573892001256
2011-10-17,TQQQ,BUY,0.9310970263334835,0.0004655485131667417,0.0
2011-10-17,QLD,SELL,0.9310970263334835,0.0004655485131667417,-0.0562194418625381
2011-10-18,TQQQ,SELL,0.9518963656636878,0.0004759481828318439,-0.024971553499455373
2011-10-18,QLD,BUY,0.9518963656636878,0.0004759481828318439,0.0
2011-10-19,TQQQ,BUY,0.8960617870844797,0.00044803089354223985,0.0
2011-10-19,QLD,SELL,0.8960617870844797,0.00044803089354223985,-0.07937995455946471
2011-10-20,TQQQ,SELL,0.8871688681720818,0.00044358443408604094,-0.05563013817720606
2011-10-20,QLD,BUY,0.8871688681720818,0.00044358443408604094,0.0
2011-10-25,TQQQ,BUY,0.891550620488247,0.0004457753102441235,0.0
2011-10-25,QLD,SELL,0.891550620488247,0.0004457753102441235,0.0004139048303377679
2011-10-26,TQQQ,SELL,0.8880833438112488,0.0004440416719056244,-0.05163661672313751
2011-10-26,QLD,BUY,0.8880833438112488,0.0004440416719056244,0.0
2011-10-28,TQQQ,BUY,0.9397547208940629,0.00046987736044703144,0.0
2011-10-28,QLD,SELL,0.9397547208940629,0.00046987736044703144,0.04749966510435973
2011-11-01,TQQQ,SELL,0.8452395962431416,0.0004226197981215708,-0.17214529898101222
2011-11-01,QLD,BUY,0.8452395962431416,0.0004226197981215708,0.0
2011-11-08,TQQQ,BUY,0.9273565783691158,0.0004636782891845579,0.0
2011-11-08,QLD,SELL,0.9273565783691158,0.0004636782891845579,0.07028256787761171
