Variant,Final,CAGR,MDD,Sharpe,Sortino,Calmar,Trades,TotalTax
E1_Top1_6m_MA200,13.204150769303213,0.1767262328846455,-0.7665445774252031,0.5938683002603214,0.43551548345250835,0.23054919190513729,55,5.93401727645431
E2_Top1_12m_MA200,10.219666606147426,0.15786565529832974,-0.6992207273409625,0.5550469248124416,0.375269297934928,0.22577370653566076,50,3.689659172256339
E3_Top2_6m_MA200,14.938611493872429,0.18592056514958966,-0.7547756393121945,0.6272585854042545,0.4929567446179536,0.24632560388278266,139,5.8628968957555365
E4_Top1_6m_noMA200,7.773777754592255,0.13806217589707903,-0.8285676471732679,0.5159127246055902,0.3464131177093974,0.16662752446114737,47,4.756360687801376
