year,return
2011,-0.31908220346149707
2012,0.16665137549181708
2013,1.2111946141536851
2014,0.3235870130629286
2015,0.021979164176840316
2016,-0.14394025873409455
2017,1.180617911314521
2018,-0.2413762363344304
2019,0.7770898940610287
2020,1.3260069416006255
2021,0.8298129593801773
2022,-0.4352406860321676
2023,1.1734459637443657
2024,0.4192201422865629
2025,0.3237943725664789
